id,[kolicina sestavina]
20156,[200 g mletih rožičev; 6 dl mleka; 1 "<a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijev</a> sladkor"; 5 jedilnih žlic mletega sladkorja;  "<a href=""https://www.kulinarika.net/recepti/zacimbe/16/cimet/"">cimet</a>"; 100 g mlasla; 2 jedilni žlici kisle smetane; 1 "manjše <a href=""https://www.kulinarika.net/recepti/zacimbe/269/granatno-jabolko/"">jabolko</a>"; 1 beljak]
20157,[4 puranji zrezie; 2 "cl sladke smetane (jaz sem uporabila trdo s. smetano. Če uporabite tekočo; dodajte samo dl vode.)"; 2 dl vode;  muškatni orešček;  drobnjak;  sol;  "<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>";  olje;  voda;  moka]
20159,[130 g "beljakov (<span class=""label-inline"">4-5"; 180 g sladkorja; 165 g moke (tip 500); 1 dl mleka; 1 dl olja; 1 "<a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijev</a> sladkor"; 1 pecilni prašek; pest orehov (jedrca) in pest rozin]
20160,[1 l belega ali rdečega vina; 2 dl vode; 9 dag sladkorja; 3 vrečke mešanice za kuhano vino Kotany; 3 rezine pomaranče; 5 rezin limone]
20161,[ <b>Testo:</b>; 250 g moke; 125 g masla; 60 g sladkorja v prahu; 2 žlici kakava; 1 jajce; 1 žlica vode;  "<b>Krema ""after eight"" :</b>"; 300 g bele čokolade; 150 ml smetane za stepanje; 1 žlica ekstrakta mete;  <b>Čokoladna krema:</b>; 300 g jedilne čokolade; 250 ml smetane za stepanje]
20162,[ <b>Biskvit:</b>; 6 jajc; 4 žlice sladkorja; 1 vrečka "<a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijevega</a> sladkorja"; 6 žlic ajdove moke; 2 žlici mletih orehov; 2 žlici grenkega kakava; 1/2 vrečke pecilnega praška;  <b>Kostanjeva krema:</b>; 500 g mascarpone sira; 500 g "kostanjev (kuhanih; olupljenih in pretlačenih)"; 2 žlici kostanjevega medu; žlica ruma;  <b>Figov džem:</b>; 400 g fig (čez noč namoči v vodi) ;  <b>Nadev iz bučnic:</b>; 200 g mletih bučnih semen; 2 žlici čistega bučnega olja; žlica kostanjevega medu;  <b>Čokoladni preliv:</b>; 200 g jedilne čokolade; 200 g temne čokolade z vsaj 70 % kakava; 300 g sladke smetane;  bučna semena za okras]
20163,[2 "<a href=""https://www.kulinarika.net/recepti/zacimbe/9/banana/"">banani</a>"; 2 žlici Nutele; 3 dl hladnega mleka; malo "<a href=""https://www.kulinarika.net/recepti/zacimbe/16/cimet/"">cimeta</a>"]
20164,[1 zavitek biskvitkov (kupljeni polkrožni piškoti); 2 - 3 "<a href=""https://www.kulinarika.net/recepti/zacimbe/9/banana/"">banane</a>"; 12 dag temne čokolade; 2 dl sladke smetane;  kokosova moka]
20165,[500 g krompirja; 150 g sira feta; 3 mlade čebule; 10 dag črnih oliv; 5 dag večjih kaper;  "sol; <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>";  sveža meta; 1 žlica "sesekljanega <a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilja</a>";  <b>Za preliv:</b>; 8 žlic olivnega olja; 5 filejev inčunov; 3 žlice čvrstega jogurta; 2 žlici kisle smetane;  sesekljan koper;  sok ene limone; 1 žlička "<a href=""https://www.kulinarika.net/recepti/zacimbe/37/gorcica/"">gorčičnih semen</a>"]
20166,[3 manjši jajčevci; 500 g "mocarele (večja; za lažje rezanje)";  "pločevinka vloženega paradižnika (<span class=""label-inline"">400 g";  "<a href=""https://www.kulinarika.net/recepti/zacimbe/10/bazilika/"">bazilika</a>";  "sol; <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>";  moka;  olivno olje; 100 g parmezana]
20167,[100 g kokosove maščobe; 60 g rjavega sladkorja; 2 vrečki "<a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijevega</a> sladkorja"; 150 g pirine polnozrnate moke; "1;5  zravnane žličke pecilnega praška; 2 jajci; 2 veliki žlici mleka; 100 g sesekljanih (ali zelo grobo mletih orehov); 120 g rozin; 100 g mletega sladkorja; 2 veliki žlici limoninega soka;  srebrne sladkorne kroglice;  maščoba in ostra moka za pekač]
20168,[ solata;  "kruh; narezan na kocke";  panceta;  parmezan;  česen;  olje;  kis; žlička "<a href=""https://www.kulinarika.net/recepti/zacimbe/37/gorcica/"">gorčice</a>";  "<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>";  sol]
20169,[1 kg "svežih; po možnosti jadranskih kalamarov (dolgi naj bodo vsaj <span class=""label-inline"">10";  oljčno olje; 3 stroki česna;  "vejica <a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilja</a>"; 2 suha paradižnika; pest sveže špinače; žlica parmezana; žlička drobtin;  cca. dl belega vina ; 1 jajce;  sol]
20170,[700 g krompirja; 2 velika korenja; 4 stroki česna;  suh zdrobljen rožmarin; 850 g vložene rdeče pese; 75 g "feta sira; nalomljenega v kocke"; pest sveže mete;  "sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"; 2 žlici olivnega olja; 3 l vode]
20171,[2 "večji krvavici (približno <span class=""label-inline"">400 g"; 4 jušne žlice svinjske masti; 1 kg naribanega kislega zelja; 1 srednje velika čebula; nekaj "zrn črnega <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">popra</a>"; 1 lovorjev list; ščep timijana; 1 zvrhano polna kavna žlica sladke prekajene rdeče mlete paprike;  ocvirki]
20172,[ <b>Biskvit:</b>; 1 skodelica "(<span class=""label-inline"">2;5 dl"; 1 skodelica moke ; 1 skodelica rjavega sladkorja ; 1/2 čajne žličke pecilnega praška ; 1/2 čajne žličke sode bikarbone ; 1/4  "čajne žličke <a href=""https://www.kulinarika.net/recepti/zacimbe/16/cimet/"">cimeta</a> "; 1/4 čajne žličke ingverja v prahu ; 1/4 čajne žličke muškatnega oreščka ; 1/4 "čajne žličke pimenta (ali <a href=""https://www.kulinarika.net/recepti/zacimbe/87/nageljnove-zbice-klincki-/"">klinčkov</a>) "; 1 čajna žlička "arome <a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilije</a> "; 3 večja jajca ; 1/2 čajne žličke soli;  <b>Krema:</b>; 250 g kremnega sira ; 100 g masla; 1 skodelica sladkorja v prahu; 1 čajna žlička "<a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijevega</a> ekstrakta";  sladkor v prahu za posipanje po krpi in po ruladi]
20173,[5 rumenjakov; 100 g sladkorja (20 + 80 g); 70 g blanširane in zmlete špinače; 5 beljakov; 45 g moke; 26 g masla]
20174,[8 beljakov; 17 dag sladkorja ; 8 dag malo raztopljenega masla; 16 dag moke ; 10 dag rozin ; 10 dag "suhih fig; narezanih "; 10 dag "marelic; narezanih"; 10 dag "orehov; grobo sesekljanih ";  limonina lupina]
20175,[8 pomaranč; 6 limon; 1 kg sladkorja]
20176,[ konzerva (poljubnega) fižola;  konzerva čičerike;  konzerva leče; 250 g stročjega fižola;  por; ščepec "soli in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">popra</a>";  "<a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilj</a>";  "bučno olje (100%; domače)";  "belo olje (sončnično; rastlinsko; repično:..)";  jabolčni kis;  feta sir]
20177,[100 g špeha ali pancete; nekaj "vejic <a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilja</a>"; 20 g "- <span class=""label-inline"">30 g"]
20178,[8 palačink; 10 Leibniz piškotov;  <b>Karamel:</b>; 300 g sladkorja; 2 dl smetane za stepanje;  <b>Čokolada:</b>; 100 g jedilne čokolade; "1;5 dl  smetane za stepanje]
20180,[ <b>Za testo:</b>; 250 g bele moke; 3 jajca; žlica olja; 2 žlici vode;  "sol; <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>";  <b>Za nadev:</b>; 2 srednji čebuli; 5 strokov česna; 500 g svežih šampinjonov;  "posušen mleti <a href=""https://www.kulinarika.net/recepti/zacimbe/76/majaron/"">majaron</a>; mleta <a href=""https://www.kulinarika.net/recepti/zacimbe/10/bazilika/"">bazilika</a>; mleti origano; malo suhega drobnjaka; sol; <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"; 250 g Ricotte;  <b>Za paradižnikovo omako:</b>; 1 velika čebula; 3 stroki česna; "0;5 l  paradižnikove omake;  "sol; <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>; <a href=""https://www.kulinarika.net/recepti/zacimbe/76/majaron/"">majaron</a>; origano";  <b>Za sirovo omako:</b>;  en paketek smetane za kuhanje; 2 žlici kisle smetane;  "nariban sir po izbiri; ali pa kakšen topljen sirček";  "sol; <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>; origano; <a href=""https://www.kulinarika.net/recepti/zacimbe/76/majaron/"">majaron</a> ipd."]
20181,[ <b>Testo; </b>; 300 g moke; 200 g masla ; 100 g sladkorja v prahu;  eno jajce ;  <b>Karamela; </b>; 400 g kondenziranega mleka; 100 g mehkega rjavega sladkorja; 100 g masla;  <b>Okras:</b>; 3 dl sladke smetane ; 3 "velike <a href=""https://www.kulinarika.net/recepti/zacimbe/9/banana/"">banane</a>"; 5 g temne čokolade]
20182,[2 zavoja Albert keksov ;  "trije različni pudingi (lahko tudi isti; a je lepše; če so različni)"; ena sladka smetana;  kompotova voda (po želji)]
20183,[450 g moke; 50 g masla; 150 g jogurta; 1 žlička medu; ščepec sode bikarbone;  sol po potrebi; 1 vrečka suhega kvasa; 200 g olupljene rdeče pese; 1 jajce]
20184,[ <b>Biskvit:</b>; 4 jajca; 100 g sladkorja; 100 g moke;  <b>Za namakanje biskvita:</b>; 3 dl vode; 30 g sladkorja;  <b>Bananin nadev:</b>; 4 "<a href=""https://www.kulinarika.net/recepti/zacimbe/9/banana/"">banane</a>"; 150 g sladkorja; 500 g smetane za stepanje; 10 g "želatine (<span class=""label-inline"">6"]
20185,[1/2 kg faširanega mesa (mešano); 2 srednji čebuli; 2 stroka česna; 2 "zmleti žemljici; manjši"; 2 jajci;  srednje veliko korenje; žlička soli; žlička vegete; ščepec rdeče paprike; ščepec "<a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilja</a>"]
20186,[250 g ajdove moke; 250 g sladkorja; 250 g masla sobne temperature; 250 ml mleka; 1 vrečka "<a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijevega</a> sladkorja"; 1 vrečka pecilnega praška; ščep soli; 5 jajc;  <b>NADEV:</b>; 400 g ribezove marmelade;  <b>POSIP:</b>;  netopljiv sladkor v prahu]
20187,[2 kosa polnozrnatega kruha; 2 paradižnika; 2 jajci; 8 brstičnih ohrovtov;  sol;  "<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"; 1 jedilna žlica olivnega olja; 2 jedilni žlici kisa]
20188,[ <b>Čebulna juha:</b>; 750 g čebule; 45 g masla; 45 g moke; 370 ml mleka;  voda;  vegeta; 1 goveja kocka;  "sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>";  <b>Tirolski knedli:</b>; 300 g belega kruha ali toasta; 250 ml mleka; 150 g sira gavda ali edamec; 100 g parmezana; 150 g """speckwürfel"" iz Hoferja (lahko tudi na koščke narezana prekajena slanina; pršut...)"; 1 manjša čebula; 1 JŽ masla + za popečt knedle; 1 JŽ moke; 2 žlici drobtin + za popečt knedle; 3 jajca; 1 "JŽ <a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilja</a>/ drobnjak";  sol]
20189,[7 kg rdeče paprike; "1;75 kg  paradižnika (bolj zrelega); 440 ml belega olja; 440 ml kisa (jaz uporabljam domač jabolčni kis); 430 g sladkorja; 90 g soli (približno dve pesti); "3;5 dl  "<a href=""https://www.kulinarika.net/recepti/zacimbe/37/gorcica/"">gorčice</a>"; 2 dl "<a href=""https://www.kulinarika.net/recepti/zacimbe/44/hren/"">hrena</a>"]
20190,[1 lonček mletih lešnikov; 2 žlici kakava v prahu ; 4 žlice kokosove maščobe; 2 žlici kokosovega sladkorja]
20191,[1 kg piščančjih prsi; 3 žlice rjavega sladkorja; 3 žlice svetle sojine omake ; ena limona; 1 "<a href=""https://www.kulinarika.net/recepti/zacimbe/4/ananas/"">ananas</a>"]
20192,[1/2 kg moke; 1 kvas; 1 žlička soli; 20 g masla;  "cca. <span class=""label-inline"">3 dl"; 3 žlice olivnega olja; 1 žlica rožmarina; 1 žlička soli]
20193,[500 g sladkorja; 1 dl vode; 300 g keksov; 100 g margarine; 4 žlice ruma; 100 g kokosove moke;  čokolada in mrvice za preliv]
20194,[500 g moke; "2;5 dl  vode; 1/2 kocke svežega kvasa; 1 jajce; 1 rezana žlica sladkorja; žlička soli; 5 žlic olivnega olja; 1 žlica olja za premaz]
20195,[6 rumenjakov; 18 dag sladkorja; 2 žlici ruma ; 12 dag ajdove moke ; 6 beljakov;  papir za peko za pekač]
20196,[ manjša rdeča čebula; 250 g svežega zelja;  "mala <a href=""https://www.kulinarika.net/recepti/zacimbe/130/zelena/"">zelena</a> paprika"; 10 g kurkume;  himalajska sol; ščep zelenjavne mešanice;  olivno olje; 60 g kvinoje]
20197,[ <b>Masa:</b>; 4 dl mleka; 3 jajca; ščepec soli; ščepec sladkorja; polovica "pirine (presejane) in polovica polnozrnate pirine moke (moko dodamo po občutku; da je masa ravno prav tekoča)";  olje ali maslo za pečenje;  <b>Nadev:</b>; 150 g mletih lešnikov (ali orehov); 50 g sladkorja; 1/2 "<a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijevega</a> sladkorja"; pest rozin predhodno namočenih v rum (namakamo jih eno uro); 2 jajci; 5 velikih žlic kisle smetane (lahko skuta);  <b>Za premaz:</b>; 2 veliki žlici kisle smetane; 1 žlica sladkorja]
20198,[ <b>Testo:</b>; 25 dag moke; 18 dag masla; 12 dag sladkorja v prahu; 10 dag mletih orehov; 3 žlice mleka; 1 "<a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijev</a> sladkor"; 1/2 žličke "<a href=""https://www.kulinarika.net/recepti/zacimbe/16/cimet/"">cimeta</a>";  <b>Polnilo:</b>;  kakijev pire;  mleti praženi madlji;  rjav sladkor]
20199,[1 kg lignjev; 2 dl pelatov oz. spasiranega paradižnika; 1 manjša bučka; 1 rumena + 1 rdeča paprika; 1 paradižnik; 1 čebula ; 5 strokov česna; 5 šampinjonov ; "0;5 - 1 dl  kvalitetnega belega vina;  "<a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilj</a>";  oljčno olje]
20200,[50 g slanine; 4 jajca; 4 koruzne tortilje; 1 manjša čebula; 1 paradižnik; 60 g naribanega sira;  sol;  "<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"]
20201,["1;5 kg  kunca; 200 g šampinjonov; 300 g mladega graha (lahko tudi zmrznjen); 50 g pancete; 50 g pinjol; 6 žlic olivnega olja; 1 večja glava čebule; 3 stroki česna; "1;5 dl  črnega vina;  moka; 2 žlici masla; 1 žlica paradižnikovega koncentrata;  "<a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilj</a>";  sol;  "<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>";  origano;  voda]
20202,[600 - 700 g telečjih jeter; 1 dl temeljne omake (recept je v bazi); 300 g krompirja; 1 glava čebule; 2 stroka česna; 20 g kaper; 1 žlica paradižnikovega koncentrata; 1 dl dobrega belega vina; malo olja; malo vinskega kisa;  origano;  limona;  "sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>";  "<a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilj</a>"]
20203,[ večja kavna ali srednja čajna posodica testenin;  paket puranjih ali piščančjih prsi; 1 "sveža <a href=""https://www.kulinarika.net/recepti/zacimbe/130/zelena/"">zelena</a> paprika"; 1 sveža rumena paprika; čajna žlička kaper; ščepec soli;  jedilna žlica majoneze;  jedilna žlica kisle smetane;  "<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>";  manjša čebula;  jedilna žlica olivnega olja]
20204,[500 g bele moke FARINA UNIVERSAL; 1 suhi kvas; ½ pecilnega praška; 1 čž sladkorja;  ¾ čž soli; 45 g masla ali 30 g Ghee masla ; 1 "lonček jogurta (<span class=""label-inline"">180 g"; 180 ml tople vode]
20205,[4 jajca ; 160 g sladkorja; 1 "<a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijev</a> sladkor"; ½ vrečke pecilnega praška; 1 čajna žlička "<a href=""https://www.kulinarika.net/recepti/zacimbe/16/cimet/"">cimeta</a>"; 100 ml bučnega olja; 100 ml vode; 250 g bele moke; 200 g grobo mletih bučnih semen (golice)]
20206,[250 g bele moke; 70 g rožičeve moke; 1 pecilni prašek; 1 "<a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijev</a> sladkor"; 100 g temne čokolade; 1 pest rozin; 40 g rjavega sladkorja; 2 žlici medu ; 1 jajce ; 3 dl mleka; 1 dl olja]
20207,[200 g grobo zdrobljenih pistacij; 75 g jedilnega škroba; 100 g sladkorja; 4 jajca;  "narbana lupina <span class=""label-inline"">1"; 1 "<a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijev</a> sladkor"]
20208,[315 g ajdove moke; 1 pecilni prašek; 1 "<a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijev</a> sladkor"; 180 g sladkorja; 2 jajci;  "naribana lupina <span class=""label-inline"">1"; 150 g olja; 1 čvrsti jogurt (180 g); 100 g narezanega suhega sadja]
20209,[ <b>Piškotno dno:</b>; 300 g grobo zdrobljenih keksov ; 6 jedilnih žlic mleka; 2 čajni žlički instant brezkofeinske kave (v prahu); 120 g staljenega masla;  <b>Krema:</b>; 1 "prašek za <a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijev</a> ali smetanov puding"; 5 jedilnih žlic sladkorja; 3 kavne žličke instant brezkofeinske kave (v prahu); 500 ml mleka; 500 g ricotte ali sirnega namaza; 200 ml sladke smetane; 1 vrečka želatine v prahu; 4 jedilne žlice mrzle vode; 1-2 jedilni žlici ruma]
20210,[8 jajc; 100 g sladkorja v prahu; 80 g moke; 320 g čokolade (vse razen kuverture); 280 g masla;  kakav za posip modelčkov; 8 modelčkov za souffle;  *gozdni sadeži]
20211,[200 g ajdove moke; 200 g sladkorja; 200 g masla sobne temperature; 200 g grobo mletih lešnikov; 2 večji naribani jabolki;  naribana lupina 1 bio limone; 1 vrečka "<a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijevega</a> sladkorja"; 1 vrečka pecilnega praška; 6 jajc;  <b>Nadev:</b>; 400 g ribezove marmelade;  <b>Preliv:</b>;  čokolada + olje]
20212,[ <b>Testo:</b>; 120 g zmehčanega masla; 50 g kokosove moke; 250 g polnozrnate moke + še malo za razvaljati; 1 jajce; 2 jedilni žlici medu;  <b>Mascarpone krema:</b>; 500 g sira mascarpone; 60 g sladkorja v prahu; "0;5 dl  mleka;  <b>Kivijev puding:</b>; 4 kiviji; 1 "<a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijev</a> puding"; 1 jedilna žlica sladkorja; 3 dl vode]
20213,[30 dag koruzne moke; 70 dag ostre moke; "4;5 dag  kvasa; 1 žlica sladkorja; 6 dl "tekočine (pol mleka; pol vode)"; ščepec soli]
20214,[ <b>Za SRCE oz. SREDICO (okrogel pekač premera 34 cm):</b>; 300 g "moke tip <span class=""label-inline"">400 "; 160 g sladkorja; 2 jajci; 60 g masla sobne temperature; 120 ml mleka; 1 zamašek ruma; 2 čajni žlički grenkega kakava; 1 pecilni prašek; ščep soli;  <b>Za OBROBNI DEL PECIVA:</b>; 500 g "moke tip <span class=""label-inline"">400 "; 5 jajc; 260 g sladkorja; 100 g masla sobne temperature; 260 ml mleka;  "naribana lupina <span class=""label-inline"">1"; 1 pecilni prašek; ščep soli;  "(lahko <span class=""label-inline"">5 čajnih žličk"]
20215,[2 pomaranči ; 50 g jedilne čokolade ; 250 g moke; 2 žlički pecilnega praška ; 125 g masla; 125 g sladkorja; ščepec soli ; 3 jajca ; 2 žlici kakava]
20216,[70 dag moke; 30 dag sladkorja; 10 dag masla; 2 dl sladkornega sirupa (=20 dag); 2 dl smetane ;  voda po potrebi; 1 žlica "<a href=""https://www.kulinarika.net/recepti/zacimbe/16/cimet/"">cimeta</a>"; 1 žlica zmletega ingverja; 1 žlica zmletih nageljnovih žbic; 1 žlica mletega kardamoma ; 1 žlica kakava; 1 "<a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijev</a> sladkor";  <b>Predlagam za dodatek tudi:</b>;  sveže nariban muškatni orešček;  "mleta <a href=""https://www.kulinarika.net/recepti/zacimbe/48/janezeva-zvezda-zvezdnati-janez-/"">janeževa zvezda</a>"; ščep mletega čilija]
20217,[250 g sira mascarpone; 200 g sadnega jogurta (katerega koli); 2 žlici sladkorja; 1 vrečka "<a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijevega</a> sladkorja";  melona ;  jagode;  borovnice ali maline]
20218,[250 g pire; 1 čebula; 2 stroka česna;  "timijan; <a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilj</a>";  "sol; <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"; 60-80 g "suhih jurčkov (lahko tudi šampinjoni:...)"; "0;25 l  kisle smetane; "0;2 l  sladke smetane; 5 jajc; 50-75 g parmezana]
20219,[480 g špagetov; 4 večji stroki česna; 3 jušne žlice olivnega olja;  posušeni čiliji (peperoncini) ali svež čili (količino določimo po okusu);  "morska sol in sveže mleti črni <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>";  vejica svežega peteršiljevega listja]
20220,["1;5 kg  rjavega fižola; 1 kg ješprenja; 3 kg krompirja; 1 kg korenja; "1;5 kg  sveže čebule; "1;5 kg  kislega zelja ali repe; 1 kg prekajene slanine; 4 glavice česna; 4 lovorjevi listi; 1 "čž celega <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">popra</a>"; 1 "jž <a href=""https://www.kulinarika.net/recepti/zacimbe/76/majaron/"">majarona</a>"; 2 jž mlete rdeče paprike; 1 čž šetraja;  sol; 2 dl olja; 3 jž domače vegete]
20221,[ <b>Čokoladni biskvit:</b>; 3 jajca; 75 g sladkorja; 75 g moke; 15 g "staljenega; a ne vročega masla"; 2 jedilni žlici grenkega kakava; 1 zamašek ruma; ½ vrečke pecilnega praška;  mleko za navlažitev pečenega biskvita;  <b>Krema:</b>; 400 g mascarponeja; 200 ml sladke smetane; 300 ml sladkanega pasijonkinega pireja]
20222,[200 g graha; 200 g korenja; 200 g krompirja; 200 g kislih kumar; 1 rdeča paprika; 6 ž majoneze; 7 ž kisle smetane; 6 jajc; "2;5 dl  zelenjavne juhe; 20 g mlete želatine;  "<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>; sol"]
20223,[25 dag riža; 1 l mleka; ščepec soli; 4 jajca; 4 dag sladkorja; 5 dag masla;  "<a href=""https://www.kulinarika.net/recepti/zacimbe/16/cimet/"">cimet</a>"; 2 veliki jabolki]
20224,[3 dl mleka; 2 filter vrečki čaja mete; 2 žlici čokolade v prahu]
20225,[ "<b>Za rahel <a href=""https://www.kulinarika.net/recepti/zacimbe/39/mandelj/"">mandljev</a> biskvit:</b>"; 3 jajca; 30 g ovsene moke; 60 g "mletih <a href=""https://www.kulinarika.net/recepti/zacimbe/39/mandelj/"">mandljev</a>"; 80 g sladkorja v prahu (ali stevie v pravilnem razmerju); 1 žlica kisle smetane;  <b>Puhasta jogurtova krema:</b>; 180 g lahkega navadnega jogurta; 400 g grškega jogurta z 0% maščobe; 250 ml "sladke smetane (midva sva uporabila <span class=""label-inline"">300 ml"; 6 lističev želatine; 1 strok "<a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilije</a>"; 1 žlička "<a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijevega</a> ekstrakta"; 100 g sladkorja v prahu (ali stevie v pravilnem razmerju);  <b>Sočnost zagotovimo z:</b>;  marmelado (brez dodanega sladkorja); 4 kiviji]
20226,[ Testo; 5 jajc; 10 dag sladkorja; 20 dag moke;  Krema; "0;5 l  mleka; 10 dag sladkorja; 2 jajci; 9 dag moke;  "<a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijev</a> sladkor"; 2 dl rastlinske smetane; 10 dag rastlinske masti; 20 dag čokolade]
20227,[ <b>Za testo:</b>; 500 g moke; 375 g masla; 200 g sladkorja v prahu; 3 rumenjaki; 50 g kakava v prahu; 1 "<a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijev</a> sladkor"; malo "<a href=""https://www.kulinarika.net/recepti/zacimbe/16/cimet/"">cimeta</a>"; ščep soli;  <b>Za nadev in dekoracijo:</b>; 300 g jedilne čokolade; 100 g sladke smetane;  prah soli; 1 žlica kuhane kave;  "orehi; lešniki; mandlji"]
20228,[ <b>Testo:</b>; 400 g "moke tipa <span class=""label-inline"">500"; 360 g Nutelle; 3 jajca;  <b>Nadev; </b>; 125 g Nutelle; 30 g lešnikovega krokanta ali grobo zdrobljenih lešnikov]
20229,[500 g moke;  kocka kvasa; 100 g margarine;  pribl. 200 ml mleka; žlička soli; žlička sladkorja]
20230,[4 jajca; 125 g margarine (to je pol zavitka); 250 g sladkorja; 250 g moke;  pecilni prašek; 200 g čokolade v prahu; 200 ml mlačne vode]
20231,[ <b>Testo:</b>; 200 g moke; 50 g jedilnega škroba; "0;5  pecilnega praška; 150 g zmehčanega masla; 125 g sladkorja; 1 "<a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijev</a> sladkor"; 2  veliki jajci sobne temperature; 1 ščepec soli ; 1 bio limona (limonina lupinica + sok);  <b>Dekoracija:</b>; 125 g sladkorja v prahu;  sok 1/2 limone 	;  ali;  čokoladna glazura;  "pekač za kolačke (za <span class=""label-inline"">12"]
20232,[1 kg svinjskih rebrc; 3 dl šampanjca; 1 glava česna; 1 čebula; 1 čajna žlička rožmarina;  sol;  "<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"]
20233,[ <b>Testo:</b>; 200 g kakavovih oz.čokoladnih keksov (Leibnitz); 100 g masla;  <b>Kreme:</b>;  <b>Za plast s TEMNO ČOKOLADO:</b>; 50 g temne čokolade; 250 g kremnega sirnega namaza (Philadelphia); 20 g "(<span class=""label-inline"">2"; 80 ml sladke smetane; 3 g (2 lista) želatine;  <b>Za plast z MLEČNO ČOKOLADO:</b>; 50 g mlečne čokolade; 250 g kremnega sirnega namaza (Philadelphia); 20 g "(<span class=""label-inline"">2"; 80 ml sladke smetane; 3 g (2 lista) želatine;  <b>Za plast z  BELO ČOKOLADO:</b>; 50 g bele čokolade; 1 jedilna žlica mleka; 250 g kremnega sirnega namaza (Philadelphia); 20 g (2 jedilni žlici) sladkorja v prahu; 80 ml sladke smetane; 3 g (2 lista) želatine]
