id,kolicin,sestavina
164,1 žlièka,"<a href=""https://www.kulinarika.net/recepti/zacimbe/76/majaron/"">majarona</a>"
164,2 žlici,kruhovih drobtin 
164,1 strok,strtega èesna 
164,,"sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu"
165,l,veèja ploèevinka leèe ali pa pol kg kuhane leèe
165,1žlica,masla
165,1 žlica,moke
165,l,"èebula; narezana na drobno"
165,4,stroki strtega èesna
165,malo,timijana
165,,"sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu"
165,,sok limone ali kisa
165,l žlica,"drobno narezanega <a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilja</a>"
165,l,zelenjavna jušna kocka 
166,400 g,rumene buèe
166,1 žlièka,curryja
166,1 žlièka,sladkorja
166,1 žlica,kisa
166,malo,"cayenskega <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">popra</a> "
167,1,jajce
167,10 dag,margarine
167,10 dag,pšeniènega zdroba
167,,morska sol
167,,"sesekljan <a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilj</a>"
167,malo,pecilnega praška
168,Nekaj,"nasvetov; kako pripraviti beluši; sestavine so odvisne od vrste priprave."
168,,"Maslo; kruhove drobtine; holandska omaka"
168,,"Nariban parmezan; maslo"
169,,"Recept smo vzeli iz knjige Slovenska kuharica avtorice Felicite Kalinšek; katero je izdala Cankarjeva založba iz Ljubljane. V knjigi boste našli še ogromno receptov za pripravo izvrstnih jedi; ki bodo zadovoljile razliène okuse."
169,"1;5 kg ,belušev
169,,sol
169,3 žlice,parmezana
169,6 dag,presnega masla
170,,<b>Za 4 osebe: </b>
170,1 kg,belušev
170,,"trdo kuhano; sesekljano jajce"
170,125 g,surovega masla
170,45 g,svežih belih krušnih drobtin
170,2 žlici,"svežega sesekljanega <a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilja</a>"
170,žlica,drobnjaka
171,"0;5 kg ,blitve
171,1,jajce
171,20 dag,naribanega sira
171,žlièka,vegete
171,,muškatni orešèek
171,,drobtine po potrebi
171,,moka za oblikovanje
172,1/2 kg,brstiènega ohrovta
172,,mleko
172,,maslo
172,,moka
172,,vegeta
172,,sol
172,,muškatni orešèek
172,,"<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"
173,20 dag,na tenke trakove naribanih buèk
173,3,jajca
173,2 dl,mleka
173,šèepec,zmlete kumine
173,1 dl,moke
173,,"sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu"
173,,mašèoba za peèenje
174,1/2 kg,blitve
174,2-3 žlice,olivnega olja
174,2-3,stroki strtega èesna
174,,muškatni orešèek
174,,zaèinka
174,,"<a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilj</a>"
174,,kruhove drobtine
175,,"Recept smo vzeli iz knjige Slovenska kuharica avtorice Felicite Kalinšek; katero je izdala Cankarjeva založba iz Ljubljane. V knjigi boste našli še ogromno receptov za pripravo izvrstnih jedi; ki bodo zadovoljile razliène okuse."
175,1 kg,buèk
175,5 dag,presnega masla
175,,"sol; kis"
175,nekaj,zrn kumine
175,žlica,èebule
175,,ravna žlica moke
175,"1;5 dl ,smetane
175,,"<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> "
176,500 g,svežega lušèenega fižola (debela zrna)
176,3,stroki èesna
176,1,srednja glavica èebule
176,,"šopek <a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilja</a>"
176,1,por
176,1 èajna žlièka,kumine
176,"0;5 ,èajne žlièke soli
176,"0;5 ,"èajne žlièke sveže mletega èrnega <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">popra</a>"
176,1/2,dni stare žemlje 
176,,"Potrebujemo mlinèek za meso ; fritezo ali ponev z visokim robom. "
177,2,skodeli kuhane èièerike
177,1,jajce
177,2 žlici,moke
177,3žlice,kruhovih drobtin
177,1 dl,juhe ali jušne osnove
177,1 žlica,sezamove paste
177,pol žlièke,azijske kumine
177,šèepec,"<a href=""https://www.kulinarika.net/recepti/zacimbe/76/majaron/"">majarona</a>"
177,1 žlièka,paprike
177,1 žlica,soka limone
177,2 stroka,strtega èesna
177,1žlica,"drobno narezanega <a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilja</a> "
177,,sol po okusu
177,,olje za cvrenje
178,30 dag,graha
178,2,trikotnika topljenega sira
178,žlica,masla oz margarine
178,žlièka,kisle smetane
178,,"sol;<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"
179,4,ali veè jajc
179,,"mlada zelenjava:paprika;"
179,,"paradižnik; buèke; èebula.; grah"
179,2-3,hrenovke.
179,,"sol;<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>; èesen; <a href=""https://www.kulinarika.net/recepti/zacimbe/10/bazilika/"">bazilika</a>;origano."
180,,"<a href=""https://www.kulinarika.net/recepti/zacimbe/106/regrat/"">regrat</a>"
180,4,vroèi kuhani krompirji
180,,trdokuhana jajca (1-2)
180,,slanino po okusu
180,,sol
181,400 dag,testa za lasanje
181,3,malancani
181,40 dag,olupljenega paradižnika in narezanega na kocke/lahko je tudi
181,,iz ploèevinke
181,4,buèke narezane na drobno
181,2 stroka,strtega èesna
181,,"<a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilj</a> narezan na drobno"
181,,"<a href=""https://www.kulinarika.net/recepti/zacimbe/10/bazilika/"">bazilika</a> narezana na drobno"
181,,nariban sir
181,,"sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu"
181,,olje
181,,Sestavine za bešamel
181,2 žlici,masla
181,2 žlici,moke
181,3 dl,mleka
181,malo,muškatnega orešèka
181,,"sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"
182,40 dag,tankega testa za zvitke
182,25 dag,blitve ali špinaèe
182,20 dag,gob
182,20 dag,korenja
182,20 dag,zelja
182,20 dag,skute
182,2 dl,kisle smetane
182,4,jajca
182,10 dag,paradižnika
182,1,veèja èebula
182,,"sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu"
182,malo,muškatnega orešèka
182,malo,"<a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilja</a>"
182,,mašèoba za praženje
182,1,kocka za juho
183,2,veèja malancana narezana na košèke
183,1 žlica,nastrganega ingverja
183,1 žlica,na drobno narezanega èesna
183,1 žlica,"pekoèe ""bean paste"""
183,2 žlici,sojine omake
183,1 žlica,èrnega kisa
183,1 žlica,sladkorja
183,pol žlièke,soli
183,1 dl,juhe ali vode z zaèinko
183,pol žlièke,sezamovega olja
183,2 žlici,olja
183,1 žlica,na drobno narezane mlade èebule
184,,".<span class=""label-inline"">5 kg"
184,1,"èebulica ; narezana na drobne košèke"
184,2 žlici,olivnega olja
184,,"sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu"
184,1,jajce
184,1 žlica,"drobno narezanega <a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilja</a>"
184,20 dag,zmletega mesa
184,2 stroka,strtega èesna
184,3 dl,juhe ali vode z jušno kocko
184,3 žlice,naribanega sira
184,2,"paradižnika ; narezana na rezine"
185,4,paprike
185,10 dag,camembera ali kakega drugega pikantnega sira
185,,"sol in <a href=""https://www2.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"
185,,moka
185,,jajce
185,,kruhove drobtine
185,,olje za cvrenje
186,50 dag,kuhanih belušev
186,2,jajci
186,3 dl,piva
186,1,skodela moke
186,1 žlica,olja
186,,olje za cvrenje
186,,sol po okusu
187,1kg,ohrovta
187,2 žlici,masti
187,,"sveža zelenjava (korenje <a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilj</a> èesen; èebula; paradižnik; paprika)"
187,1/2 kg,krompirja 
187,3,suhe žemlje
187,1-2,jajca
187,,"zaèimbe;sol ;<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"
188,4,artièoke
188,30 dkg,parmezana
188,20 dkg,starega belega kruha 
188,2 stroka,èesna
188,,"šop <a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilja</a>"
188,2 dcl,olja
189,250 g,buèk
189,1,jajce
189,4-5 žlic,moke 
189,,limonin sok
190,30 dag,oèišèenega in na rezine narezanega pora
190,3,jajca
190,3 žlice,bešamela 
190,1 žlica,naribanega sira
190,,"sol;<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> in malo muškatnega orešèka"
190,1 žlica,masla
190,l žlica,kruhovih drobtin
191,70 dag,kuhane cvetaèe
191,1 žlica,moke
191,1 žlica,masla
191,3 dl,"vode; v kateri se je kuhala cvetaèa"
191,3 dag,sardeljih filetov
191,4 dag,kaper
191,,"sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu"
192,,<b>: Za 4 osebe potrebujemo:</b>
192,40 dag,"mešanih stroènic; <span class=""label-inline"">10 dag"
193,20,"do <span class=""label-inline"">25"
193,30 dag,zmletega mešanega mesa
193,pol,skodele riža ali pa tofuja ali naribanega pustega sira
193,1,jajce
193,1,"èebula; narezana na drobno"
193,10 dag,"prekajene slanine; narezane na drobno"
193,2 žlici,"drobno narezanega <a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilja</a>"
193,,"sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu"
193,,lahko tudi žlièka rdeèe paprike
193,1,jušna kocka 
194,,Sveže zelje(glava)
194,,sveža paprika rdeèa
194,,paradižnik
194,,èebula 
194,,rdeèa paprika v prahu
194,,"sol; <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> "
194,,vegeta
194,,suhe obrane kosti
195,1 kg,krompirja
195,3,srednje velike repe
195,2,debeli rumeni kolerabi
195,3,korena
195,,"sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu"
195,2 žlici,prekajene zaseke
195,l žlica,moke
195,malo,rdeèe paprike
196,,<b>Za deset timbal:</b>
196,,bela maslena omaka
196,"1;5 kg ,sveže špinaèe
196,60 g,surovega masla
196,250 ml,goste kisle smetane
196,4,jajca
196,2,rumenjaka
196,,"sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"
196,šèepec,muškatnega orešèka
196,šèepec,"kajenskega <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">popra</a> "
196,10,"timbal ali modelèkov za narastke (s prostornino po <span class=""label-inline"">75 ml"
196,,<b>Maslena omaka: </b>
196,3 žlice,belega vinskega kisa
196,3 žlice,suhega belega vina
196,2,drobno sesekljani šalotki
196,žlica,kreme fraiche (po želji)
196,250 g,"ledenomrzlega surovega masla; narezanega na kocke"
196,,"sol in bel <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"
197,,Malancani
197,,vinski kis
197,,olivno olje
197,,sol
197,,"<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> v zrnju"
197,,"<a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilj</a>"
197,,èesen
198,1 kg,malancanov
198,pol litra,kisa za vlaganje
198,1 l,olja
198,1 strok,èesna
198,1,"šopek <a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilja</a>"
198,,sol
199,40 dkg,vleèenega testa
199,40 dkg,neslanega mladega sira
199,40 dkg,kajmaka
199,40 dkg,špinaèe
199,1,jajce
199,,olje
200,1/2 kg,mladega stroèjega fižola
200,3,veliki paradižniki
200,3,stroki èesna
200,1,èebula
200,,"<a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilj</a>; korenèek (lahko še druga zelenjava po okusu)"
200,3,jajca
200,,kisla smetana
200,,"sol; <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>; <a href=""https://www.kulinarika.net/recepti/zacimbe/10/bazilika/"">bazilika</a>; vegeta"
200,150 g,posebne salame ali mortadele ali slanine
201,1,zavitek listnatega testa
201,1,glava svežega zelja
201,3 žlice,olja
201,,<b>zaèimbe:</b>
201,,"sol; "
201,,"<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>; "
201,,"vegeta; "
201,,èevap
201,3,stroke èesna 
201,polovica,srednje velike èebule
202,3,veèje èebule
202,20 dag,"svežih gob; narezanih na veèje košèke"
202,2 žlici,masla
202,1 žlica,"drobno nasekljanega <a href=""https://www2.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilja</a>"
202,10 dag,pišèanèjih jeter
202,1,stolèeno jajce
202,2 stroka,strtega èesna
202,5,rezin slanime
202,pol,skodele nastrganega sira
202,,"sol in <a href=""https://www2.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu"
203,,o gobjih klobukov
203,l dl,dobrega sladkega vina
203,l,"skodela zmletih <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">popra</a>ženih orehov"
203,2,jajèna beljaka stolèena v mehak sneg
203,pol skodelice,kruhovih drobtin 
204,30 dag,gob
204,4,jajca
204,1,"mlada èebula z zelenjem; narezana na drobne košèke"
204,1 žlica,"narezanega <a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilja</a>"
204,1 žlica,vegete ali zaèinke
204,10 dag,masla
204,3 žlice,ostre moke
204,3 dl,mleka
205,,rezine belega kruha
205,2,jajci
205,1 dcl,mleka
205,20 dkg,šampinjonov
205,3,stroki èesna
205,,sol
205,,"<a href=""https://www2.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"
205,,"<a href=""https://www2.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilj</a>"
205,,olje za cvrenje
206,20,golobic ali drugih gob s èvrstimi in okroglimi klobuki
206,4,jajca
206,1 žlica,mašèobe
206,2 žlici,skute
206,1,lonèek kuhanega graha
206,nekaj,nastrganega sira
206,,"sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu"
207,50 dkg,gob
207,4,trdo kuhana jajca
207,1/2,nastrgane èebule
207,2,skodeli nastrganega sira
207,2 dl,kisle smetane
207,,maslo
207,,sol po okusu
207,1,rumenjak
208,50 dag,svežih gob
208,2,drobno sesekljani èebuli
208,3 žlice,olja
208,1 žlica,limoninega soka
208,,"sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu"
209,,o dag mavrahov
209,l žlica,surovega masla
209,l,"mlada èebula z zelenjem ; narezana na drobne košèke"
209,l žlica,"drobno narezanega <a href=""https://www2.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilja</a>"
209,pol dcl,belega vina
209,l žlièka,moke
209,l žlica,kisle smetane
209,4,jajca
209,,"sol in <a href=""https://www2.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu "
210,6,jajc
210,30 dkg,gob
210,1,skodela graha
210,1,"skodela kuhanega mesa (pišèanec; govedina ali raki)"
210,,"sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu"
210,1 žlica,jedilnega škroba
210,5 dkg,drobno narezanega pršuta
210,3 žlice,olja
211,50 dkg,gob
211,4,mladi ohrotovi ali zeljni listi
211,1 žlica,masla
211,3,stroki strtega èesna
211,šèepec,narezanega kopra
211,,"sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu"
212,20,"golobic s èvrstimi; polkrožnimi klobuki."
212,12 dag,skute
212,1 žlica,kruhovih drobtin
212,1,mlada drobno sesekljana èebula
212,1 žlica,masla
212,1 žlièka,"drobno naseklanega <a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilja</a>"
212,2,jajci
212,2 dl,piva
212,10 dag,moke
212,,"sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu"
212,,olje za cvrenje
213,20,kom. velikih šampinjonov
213,100 g,"sira (parmezan; stara gauda)"
213,malo,sladke smetane
213,,sol
213,,"<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"
213,,"<a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilj</a> "
214,250 g,gob
214,2,jajci
214,1,žemlja
214,,mleko
214,,drobtine
214,,"<a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilj</a>"
214,,èebula
214,,sol
214,,"<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> "
215,6,školjk kaposant
215,,šalotka narezana na drobne košèke
215,1 žlica,masla 
215,5,"svežih gob; narezanih na trakove;"
215,2 dag,"šunke; narezane na drobno"
215,,"sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu"
215,2 žlici,kruhovih drobtin
215,3 žlice,belega suhega vina
215,1 žlica,"drobno narezanega <a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilja</a>"
215,3 žlice,naribanega sira
216,50 dag,hobotnice
216,,jušna zelenjava
216,,list lovorja
216,nekaj,"zrn <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">popra</a>"
216,malo,kisa
216,pol,èebule
216,2 stroka,èesna 
216,,Marinada
216,,Kis
216,,Olivno olje
216,,"sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"
216,1 strok,strtega èesna
216,l žlièka,"drobno narezanega <a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilja</a> "
216,,Vse sestavine za marinado zmešamo in s tem prelijemo narezano hobotnico. 
217,20 dag,kuhanih škampovih repkov
217,4,rezine limone
217,,"kodrasti <a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilj</a>"
217,nekaj,listov solate
217,,<b>Za omako potrebujemo:</b>
217,3 žlice,majoneze
217,nekaj kapljic,Worcester omake
217,,žlico konjaka
217,,žlico soka limone
217,,"sol in beli <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu"
217,,žlico drobno nasekljanih kaper
217,,"žlièko <a href=""https://www.kulinarika.net/recepti/zacimbe/37/gorcica/"">gorèice</a> ali <a href=""https://www.kulinarika.net/recepti/zacimbe/44/hren/"">hrena</a>"
217,,"žlico paradižnikovega ketchapa; žlico smetane"
217,,žlico belega vina. 
218,,Na osebo priblizžno 3o dag neoèišèene ribe
218,,jušna zelenjava
218,,sok limone
218,,"<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> v zrnju"
218,,sol
218,žlica,narezane èebule
218,,maslo po potrebi
219,1 kg,"svežih školjk (kamenice; klapavice ipd)"
219,2 žlici,masla
219,2,drobno sesekljani èebuli
219,2 žlici,"drobno nasekljanega <a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilja</a>"
219,1 žlièka,svežega nasekljanega timijana ali pol žlièke suhega
219,1,lovorov list
219,3 dl,suhega belega vina
219,1 žlica,moke
219,2 žlici,masla
219,,"sol in sveže zmlet <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu"
220,4,lososovi zrezki
220,3 žlice,limoninega soka
220,l žlica,zaèinke ali kake druge zaèimbne soli
220,,"beli <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu"
220,1,jajce
220,,kokosova moka po potrebi
220,2 žlici,masla 
221,1 kg,lososovega fileja
221,,"sol in beli <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu"
221,,sok limone
221,,moka za potresanje
221,,maslo za peèenje
221,,<b>Sestavine za omako:</b>
221,1,ploèevinka mešanega sadja
221,2 žlici,masla
221,1 žlica,rjavega sladkorja
221,1 žlica,praška curry
221,pol žlièke,škrobne moke
222,150 dag,belih rib
222,5 dl,šibkega vinskega kisa
222,4,na tanko narezane èebule
222,1,lovorjev list
222,10,"zrn <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">popra</a>"
223,20 dag,"oèišèenih sip; narezanih na trakove"
223,,olivno olje
223,,"èebulo; narezano na drobne košèke"
223,2,olupljena in na kocke narezana
223,,paradižnika
223,2 stroka,drobno nasekljanega èesna
223,,"žlico drobno narezanega <a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilja</a>"
223,,sol po okusu
223,,skodelo riža
223,2,skodeli vode
223,,"žlièko sipinega èrnila (èrne tekoèine; ki je v njej)"
223,,nariban parmezan ali kak drug sir po okusu
224,20 dag,manjših školjk
224,20 dag,dagnji
224,20 dag,škampov
224,4,školjke kapasante ali Jakobove kapice
224,1 žlica,drobno narezane èebule
224,1 dl,belega vina
224,2,limoni narezani na rezine
224,4 žlice,olivnega olja
224,2 stroka,na drobno narezanega èesna
224,2 žlici,"na drobno narezanega <a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilja</a>"
224,,"sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu"
224,30 dag,na rezine narezanih lignjev
225,,o svežih škampovih repkov
225,2,"beljaka; stepena v sneg"
225,,lo dag kokosove moke
225,l žlièka,zaèimbne soli
225,,olje za cvrenje.
226,12,"do <span class=""label-inline"">14"
226,40 dag,oèišèenih škampovih repkov
226,1,"manjši pišèanec; lahko uporabimo tudi zajèje ali kako drugo meso."
226,,"o dag svinjine; narezane na košèke"
226,1 dl,dobrega olivnega olja
226,4 stroka,"èesna; narezana na drobno"
226,l,list lovorja
226,l,"èebulica; narezana na drobne košèke"
226,2,"<a href=""https://www.kulinarika.net/recepti/zacimbe/130/zelena/"">zeleni</a> papriki; narezani na trakove"
226,,"o dag sipic; narezanih na kolobarje"
226,2,"veèja paradižnika; olupljena in narezana na košèke"
226,,o dag riža
226,1 l,"in pol tekocine; zelo vroèe ali kipeèe"
226,pol,žlicke žafrana
226,10,"zrn <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">popra</a>"
226,2 žlièke,soli palo pimente
226,,o dag kuhanega graha. 
227,,<b>Kolièina za 5 oseb:</b>
227,5,"srednje velikih lignjev; "
227,20 dag,"sesekljanih lovk;"
227,8 dag,"drobtin;"
227,,"nekoliko ribjega fonda; "
227,3 dag,"olivnega olja; "
227,5 dag,"èebule; "
227,3,"stroki èesna;"
227,,"<a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilj</a>;"
227,1,"jajce; "
227,,"industrijska ribja zaèimba;"
227,,"<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"
227,,<b>Omaka:</b>
227,5 dag,"olivnega olja;"
227,2 stroka,"èesna; "
227,25 dag,"paradižnikovega concasseja;"
227,2 dl,"belega vina; "
227,,nekoliko ribjega fonda.
228,80 dag,bele ribe ali ribjih zrezkov
228,,sok polovice limone
228,1 žlièka,zaèimbne mešanice
228,1,jajce
228,žlica,moke
228,,"<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu"
228,,olje za peèenje
229,1 kg,sardel ali skuš
229,2 dl,olja
229,1 dl,kisa
229,3,stroki èesna
229,,list lovorja
229,1,kocka sladkorja
229,malo,rožmarina
229,,"sol in cela zrna <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">popra</a>"
229,1,"veèja èebula; narezana na tenke rezine"
230,1 kg,somovih filejev brez kože in kosti
230,50 dag,kuhanega in olupljenega krompirja
230,2,kisli kumari narezani na rezine
230,2 žlici,moke
230,1 žlica,masla
230,3 žlice,kruhovih drobtin
230,3 žlice,naribanega sira
230,2 žlici,"drobno narezanega <a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilja</a>"
230,5 dl,jušne osnove ali juhe
230,,Po potrebi še dosolimo in popramo
232,,<b>Za omako:</b>
232,,"olivno olje; èebulo; èesen; pelate (<span class=""label-inline"">1"
233,1 kg,sveže tune brez kosti
233,2,jajci
233,,moka
233,,pivo
233,,sol
233,,"<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> "
234,1,zavitek listnatega testa 
234,2 žlici,masla   
234,1,ploèevinka prekajenih ostrig ali kakšnih drugih školjk   
234,1 žlica,"drobno narezanega <a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilja</a>   "
234,1 žlica,suhega vina   
234,,"sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu   "
234,,rumenjak   
234,,sezamova semena po potrebi
235,25 dag,nastrganega ementalerja
235,2 dl,mleka ali piva
235,,žlicka zmletega gorèiènega semena
235,pol,"žlicke zmlete <a href=""https://www.kulinarika.net/recepti/zacimbe/10/bazilika/"">bazilike</a> "
236,2 dl,majoneze
236,6,strokov èesna
236,,"sol in beli <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"
236,2 dl,vina
236,malo,drobno narezanega èesnovega drobnjaka
237,2,rumenjaka
237,1 žlica,vode
237,6,strtih strokov èesna
237,,"sol in beli <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu"
237,2 dl,olivnega olja
238,1 žlica,masla
238,1 žlica,moke
238,1,"šalotka; drobno nasekljana"
238,2,do 3 žlice drobno nasekljanega drobnjaka
238,,sol
238,,"<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"
238,2 dl,juhe 
238,2 žlici,kisle smetane
238,,ali jogurta
239,30 dag,"gobanov; narezanih na tenke rezine"
239,2 žlici,masla
239,1 žlica,moke
239,1 dl,rdeèega vina
239,1 dl,juhe ali jušne osnove
239,1,"peteršiljeva korenina; narezana na drobne košèke"
239,1 žlica,"narezane <a href=""https://www.kulinarika.net/recepti/zacimbe/130/zelena/"">zelene</a>"
239,1,korenèek narezan na drobne košèke
239,5 dag,prekajene šunke ali slanine narezane na košèke
239,šèepec,sladkorja
239,1 žlièka,limoninega soka
239,1 žlièka,rdeèe paprike
239,,"sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu"
240,2,"srednje veliki jabolki; olupljeni in zmiksani "
240,4 žlice,razredèenega jabolènega kisa
240,,"sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu"
240,2 žlici,"nastrganega <a href=""https://www.kulinarika.net/recepti/zacimbe/44/hren/"">hrena</a>"
241,1 kg,kumar
241,1/2 kg,krompirja
241,,olje ali mast
241,1 dl,kisle smetane
241,2 stroka,èesna
241,,goveja ali kostna juha
241,,lovorjev list
241,,sol
241,,"<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"
242,2,rumenjaka
242,l žlica,limoninega soka
242,,sol
242,nekaj kapljic,èili omake
242,pol žlièke,pekoèe rdeèe paprike
242,nekaj kapljic,omake tabasco
242,2 dl,kvalitetnega olja
242,malo,sladkorja
243,1,jajce
243,1 èajna žlièka,"<a href=""https://www.kulinarika.net/recepti/zacimbe/37/gorcica/"">gorèice</a>"
243,1 žlica,kisa 
243,1,majhna èebulica
243,1 èajna žlièka,Vegete (ali Zaèinke)
243,,olje
244,80 dag,jajèevcev
244,,limonin sok
244,1,"do <span class=""label-inline"">2 žlici"
244,l žlica,masla
244,l žlica,moke
244,2 dl,mleka
244,,"sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu"
244,2 stroka,strtega èesna
