id,navodilo
20199,"Najprej oèistimo in na suho obrišemo lignje. Nato si pripravimo zelenjavo. Razrežemo jo na željeno velikost in jo popražimo. Najprej posteklimo èebulo; èesen in potem dodajamo preostalo zelenjavo. Solimo. Na koncu dodamo pelate oz. pasiran paradižnik; vino; zaèimbe. Po potrebi dosolimo; popramo. ""Medtem; ko se zelenjava praži; v razbeljeni žar ponvi  popeèemo lignje. Ko se lignji napihnejo; jih obrnemo in hitro popeèemo še na drugi strani. Peèene lignje narežemo in jih damo v ponev k zelenjavi. Vse skupaj pokrijemo in dušimo kakšno minuto; da se vsi okusi pomešajo med sabo. "              
20200,"Olupimo in nasekljamo èebulo; operemo ter narežemo paradižnik na kocke. Nato v vroèo ponev položimo slanino in jo popražimo na obeh straneh; dokler ne porjavi in jo odložimo na krožnik.""V ponvi na ostali mašèobi od slanine popražimo èebulo za nekaj minut; da porjavi; nato dodamo paradižnik in kuhamo; dokler ne izpusti vodo."Tortilje lahko sedaj pogrejemo ali v navadni peèici ali v mikrovalovki."Jajca ubijemo v skodelico in jih rahlo premešamo; nato vlijemo v ponev k èebuli in paradižniku in mešamo. Ko vidimo; da bodo vsak èas kuhana; dodamo sir in premešamo; da se stopi; solimo ter popramo. Odstavimo z ognja in sestavimo burrito zavitke.""Na tortiljo; vsako posebej; položimo slanino; nato jajca in zavijemo ter hitro postrežemo; dokler so zavitki še topli."
20201,"Kunca oèistimo; operemo; posušimo in zrežemo na kose. V kozico z oljem dodamo drobno narezano èebulo; panceto; narezano na drobne kocke; in pražimo cca. 10 minut. Dodamo na kose narezano kunèje meso in pražimo cca. 15 do 20 minut. Dodamo èesen; sol; poper in origano; paradižnikov koncentrat in malo moke. Zalijemo z vodo in vinom. Dodamo pinjole; posodo pokrijemo in pustimo; da se dušijo; dokler meso ni mehko.""Medtem pripravimo šampinjone. Narežemo jih na listièe in jih na hitro popražimo na maslu. Mladi grah skuhamo v veèji kolièini slane vode in ga ohladimo v mrzli vodi; da ne izgubi barve. Popražene šampinjone in grah dodamo mesu; vse skupaj pomešamo in pustimo; da se vse skupaj kuhlja še cca. 5 minut."
20202,"Sveža teleèja jetra narežemo na tanjše podolgovate kose. V lonec damo olje in èebulo; narezano na rezance. Popražimo in ko èebula zarumeni; dodamo jetra. Pražimo cca. 15 minut. Ko voda od jetrc izpari; dodamo malo nasekljanega èesna; paradižnikov koncentrat; sol; poper; temeljno omako; origano; vino; kis in malo limoninega soka. Kuhamo še par minut. Pazimo; da omaka ni ne pregosta in ne preredka. Dosolimo; èe je potrebno.""Krompir oèistimo in operemo in izdolbemo male kroglice. Krompirjeve kroglice damo kuhati v vodo; ki smo ji dodali malo limoninega soka in soli. Ko je krompir kuhan; ga pazljivo odcedimo in predenemo v kozico z oljem in na rahlo popražimo.""Postrežemo tako; da na veèji krožnik dodamo jetra; okoli jetrc pa krompir; na katerega smo dodali kapre."
20203,"Testenine; (farfalle; pipe rigate; pipette rigate; mini fusilli) naj bodo manjše; skuhamo v slanem kropu po želji (moèno kuhane ali al dente). V drugi ponvi segrejemo jedilno žlico olivnega olja in na njem hrustljavo popeèemo pišèanèje/puranje prsi; ki smo jih predhodno narezali na manjše košèke. Ko so hrustljavo zapeèene; jih odstavimo in damo v posodo; kjer bomo zmešali solato. Nato v ponvi zarumenimo na kocke narezano èebulo in jo dodamo k mesu. Ko so testenine kuhane; jih dodamo mesu in vse premešamo; da se èimprej ohladi na sobno temperaturo. Ko je zmes ohlajena; dodamo na majhne kocke narezano papriko; sesekljane kapre; majonezo in kislo smetano. Èe je potreba; še dosolimo. Takšno solato postavimo v hladilnik za 2-3 ure; da se ohladi. Ko je ohlajena; jo serviramo samo. "
20204,"Zmešamo vodo; sladkor in kvas ter poèakamo 10 minut; da kvas zaène delovati. Sol pomešamo med moko; dodamo še pecilni prašek in jogurt ter kvasno raztopino. Zmešamo z elektriènim mešalnikom. Proti koncu mešanja dodamo še maslo sobne temperature."Hlebèek naoljimo in ga damo v posodo ter pokritega vzhajamo.Ponev zelo moèno segrejemo."Delèek testa odtrgamo in ga na moèno pomokani površini razvaljamo nekaj mm na debelo. S površine odstranimo odveèno  moko in razvaljano testo peèemo na nenamazani ponvi tako dolgo; da se rahlo zapeèe. Ko je rahlo zapeèeno na eni strani; kruh obrnemo in zapeèemo še drugo stran. Ves èas peèemo na najvišji stopnji gretja. Peèeno odlagamo na mrežasto rešetko.""Pred peko lahko spodnjo površino testa premažemo z oljem; ni pa nujno."Preostanek surovega testa lahko nekaj dni hranimo v hladilniku v zavezani pvc vreèki.       
20205,Iz beljakov in polovice sladkorja stepemo trd sneg."Rumenjake penasto umešamo s preostalo kolièino sladkorja in vanilijevim sladkorjem; nato pa primešamo še cimet; buèno olje; vodo in moko s primešanim pecilnim praškom. Vse skupaj previdno z metlico vmešamo v sneg; nato pa nežno primešamo še mleta buèna semena."Maso nadevamo v namašèen pekaè – npr. kolaènik s premerom 26 cm - in peèemo v predogreti peèici na 180 stopinjah brez ventilacije 50 minut.              
20206,Peèico segrejemo na 180 stopinj."V eni posodi zmešamo suhe sestavine (presejano moko s pecilnim praškom; rožièevo moko; vanilijev sladkor; rjavi sladkor; grobo narezano èokolado in rozine).""V drugi posodi zmešamo vlažne sestavine (jajce; med; mleko in olje)."Na hitro zmešamo suhe in vlažne sestavine in nadevamo v pekaè za muffine."Peèemo 25 minut na 180 stopinj. Ko so peèeni; jih še 5 minut pustimo v pekaèu; potem pa ohladimo na mreži."              
20207,"Rumenjake loèimo od beljakov. Iz beljakov in  polovice sladkorja naredimo sneg; rumenjake pa s preostalo polovico sladkorja; pomaranèno lupino in vanilijevim sladkorjem penasto umešamo. Rumenjakovo zmes previdno vmešamo v beljakov sneg. Primešamo še jedilni škrob in pistacije. Pekaè za muffine obložimo s papirèki za muffine in jih z maso napolnimo do vrha. "Peèemo pri 240 stopinjah brez ventilacije 10 minut.Iz navedenih kolièin naredimo cca. 15 muffinov.
20208,"Jajca penasto umešamo s sladkorjem in vanilijevim sladkorjem ter limonino lupino; nato pa primešamo še vse ostale sestavine."Pekaè za muffine obložimo s papirèki za muffine in jih z maso napolnimo skoraj do vrha. Peèemo pri 240 stopinjah brez ventilacije 10 minut.Iz navedenih kolièin naredimo cca. 15 muffinov.
20209,Tortni model premera 24 cm po obodu namažemo z maslom. Dno obložimo s krogom peki papirja. S trakovi peki papirja obložimo obod tortnega modela."Kekse zdrobimo »na grobo«- jih ne uprašimo popolnoma. Mleko segrejemo in v njem raztopimo kavo; nato ga polijemo po keksih. Maslo stalimo in ga vlijemo na zdrobljene kekse. Premešamo in z dlanmi moèno potlaèimo po dnu pekaèa oz. tortnega modela. Postavimo v hladilnik.""Iz mleka; sladkorja; kave in prahu za puding skuhamo puding po navodilu na vreèki. Med obèasnim mešanjem; da ne nastane mrenica; puding popolnoma ohladimo (najbolje v hladni vodni kopeli).""Želatino zmešamo s 4 žlicami hladne vode; da v njej nabrekne."150 ml sladke smetane stepemo."Ohlajenemu pudingu primešamo ricotto ali sirni namaz; da dobimo gladko zmes."50 ml smetane segrejemo tik do vrenja (ne sme popolnoma zavreti) in v njej raztopimo nabreklo želatino. Raztopljeno želatino med hitrim mešanjem dodamo zmesi pudinga in ricotte. Z metlico nežno vmešamo še stepeno sladko smetano in rum.Dobljeno maso vlijemo na piškotno tortno dno. "Torto bomo najlepše rezali; èe bo v hladilniku vsaj 12 ur.              "              
20210,"Na sopari stopimo maslo in èokolado; dobro premešamo ter pustimo; da se malo ohladi.""V skledi penasto vmešamo jajca in sladkor; dodamo moko; ki jo poèasi vmešamo z metlico. Na koncu v zmes vmešamo še stopljeno èokolado in maslo."Modelèke namažemo z maslom ter po želji posujemo s kakavom. V modelèke vlijemo maso do par mm pod robom. Peèemo od 8 do 15 minut na 180 stopinj.              "*Zraven pašejo tudi gozdni sadeži in sicer: del gozdnih sadežev skuhamo (zavremo) in malo pretlaèimo; toliko; da izpustijo malo soka; nato damo v skodelico in navrhu položimo še preostale (sveže) gozdne sadeže. "
20211,"Beljake in polovico sladkorja stepemo v sneg. Rumenjake penasto umešamo s preostalim sladkorjem; nato primešamo še vse ostale sestavine. Nazadnje nežno vmešamo sneg beljakov in maso nadevamo v tortni pekaè premera 25 cm. Peèemo brez ventilacije pri 180 stopinjah 40 minut. ""Peèen ajdov biskvit naj se popolnoma ohladi; nato ga enkrat prerežemo in namažemo z marmelado iz èrnega ali rdeèega ribeza."Torto po želji oblijemo s èokoladnim prelivom.              
20212,"Najprej pripravimo testo tako; da damo vse sestavine v plastièno posodo (maslo; kokosovo in polnozrnato moko; jajce; med) in zamesimo v povezano kepo ter damo v hladilnik poèivati za 15 minut. Nato testo razvaljamo na malo moke v krog in testo postavimo v pekaè za pite. Prepikamo z vilicami in damo v peèico za 15 minut na 180 stopinj; nato vzamemo ven in pustimo; da se ohladi. ""Pripravimo kremo iz mascarponeja tako; da damo v posodo sladkor v prahu in mleko ter premešamo; dodamo mascarpone in zmešamo v kremo; nato jo enakomerno razmažemo po testu. Olupimo kivije ter jih zmeljemo v kuhinjskem multipraktiku do gladkega; nato prelijemo v lonec; dodamo 2 dl vode in zavremo. V skodelico zlijemo 1 dl vode; dodamo 1 žlico sladkorja in pa vanilijev puding ter premešamo; da ni veè grudic in med mešanjem vlijemo v vroè kivi. Na nizki temperaturi kuhamo še do 4 minute in konstantno mešamo; da se zgosti; nato puding zlijemo na mascarponejevo kremo in pustimo; da se ohladi. Ko ni veè vroèe; lahko nadaljujemo s hlajenjem v hladilniku; nato postrežemo; ko je pita kompaktna in ohlajena."
20213,"Kvas raztopimo v 1;5 dl mlaènem; sladkanem mleku. Premešamo moki v skledi; solimo; naredimo jamico in vanjo vlijemo vzhajani kvas. Dodamo preostalo mlaèno tekoèino in zamesimo. Testo pustimo poèivati 1 uro. Oblikujemo štruèke in pustimo na toplem vzhajati 40 minut. Peèemo od 40 do 45 minut pri 180 - 200 stopinjah."              
20214,Za SRCE oz. SREDICO:"cela jajca penasto umešamo s sladkorjem. Primešamo maslo; nato pa še vse ostale sestavine in maso; ki je precej gosta; namažemo na peki papir na pekaèu premera 34 cm (lahko tudi kvadraten pekaè ustrezne velikosti). Peèemo v predogreti peèici brez ventilacije pri 170 stopinjah 25 minut. Iz peèenega testa z modelèkom izrežemo npr. srèke."<b>Za OBROBNI DEL PECIVA:</b>"cela jajca penasto umešamo s sladkorjem. Primešamo maslo; nato pa še vse ostale sestavine. Približno 1/3 mase vlijemo na dno dobro namašèenega pravokotnega pekaèa dimenzij 30 x 11 cm. Nanjo zložimo kolono kakavovih srèkov; ki smo jih izrezali iz rjavega biskvita. Srèki se morajo tesno stikati. Èez kolono srèkov nato zlijemo preostalo polovico rumene mase. Peèemo v predogreti peèici brez ventilacije pri 170 stopinjah  50 minut."              
20215,"Pomaranèi umijemo in obrišemo. Naribamo lupinico in iztisnemo sok. Èokolado sesekljamo. Moko pomešamo s pecilnim praškom. V drugi posodi penasto umešamo maslo; sladkor in sol. Drugo za drugim dodamo jajca. Med mešanjem postopoma dodajamo moko s pecilnim praškom in 5 žlic pomaranènega soka. Testo razdelimo na 2 dela. Enemu delu primešamo 2 žlièki naribane pomaranène lupinice; v drugi del testa pa zamešamo kakav; èokolado in 5 žlic pomaranènega soka. V škatlast model za kolaèe menjaje naložimo plasti svetlega in temnega testa (4 plasti). Z vilicami povleèemo skozi vse plasti; da dobimo marmorni vzorec. Model postavimo v peèico in peèemo 50-55 minut pri 180 stopinjah. Peèeni kolaè pustimo 10 minut; da se ohlaja v modelu; nato ga zvrnemo na rešetko; da se dokonèno ohladi. Dober tek! :)"
20217,"V posodi z metlico zmešamo vse naštete sestavine; da nastane homogena zmes.""Zmes oblikujemo v rulado; da se potem lažje reže. To postavimo za najmanj 4 ure ali veè v hladilnik. Skuhamo borovnice ali maline; na krožnik postavimo melono; jagode in strjenko prelijemo z vroèimi borovnicami ali malinami."
20219,"Špagete damo kuhati v veliko kolièino vrele; osoljene vode (za vsakih 100 g testenin vlijemo v lonec dober liter vode). Nekaj minut preden jih odcedimo; v ustrezno veliki ponvi; na srednje visoki temperaturi; segrejemo olivno olje. Dodamo èesen; narezan na tanke listièe in èili (èe imamo posušene èilije; jih zdrobimo; svežega narežemo na tanke kolobarèke). Pražimo; dokler ne zaène èesen spreminjati barve (ne sme porjaveti; sicer bo jed grenka). V ponev vlijemo 2 do 3 jušne žlice vode; v kateri se kuhajo špageti (s tem prepreèimo; da nam listièi èesna porjavijo) in premešamo. Ko so špageti kuhani »al dente«; ali celo malo prej; jih dobro odcedimo in jih takoj stresemo v ponev. Solimo; po želji lahko popramo; premešamo in pražimo še približno eno minuto. Odstavimo; potresemo s sesekljanim svežim peteršiljevim listjem in takoj ponudimo."                                          
20220,"Fižol in ješprenj èez noè namoèimo; vsakega posebej. Fižol odcedimo in damo kuhat v svežo vodo. Èebulo olupimo in drobno sesekljamo ter jo prepražimo na olju in jo dodamo k fižolu. Ko je fižol na pol kuhan (cca. 1;5 ure - odvisno od fižola) dodamo ješprenj. Po 20 minutah dodamo olupljen in na kocke narezan krompir in korenje. Solimo; dodamo cel poper; šetraj; majaron in domaèo vegeto. Medtem prepražimo na majhne kocke narezano slanino; dodamo strt èesen. Ko zadiši; dodamo še mleto rdeèo papriko; premešamo in dodamo ostalim sestavinam. Ko je skoraj vse kuhano; dodamo oprano kislo zelje in kuhamo še kakšnih 20 minut; da se sestavine premešajo in okusi povežejo. Po potrebi dosolimo in popramo."Poèakamo 10 - 15 minut in postrežemo.
20221,<b>Biskvit:</b>"cela jajca penasto umešamo s sladkorjem. Primešamo vse ostale sestavine in maso vlijemo v pomašèen pekaè dimenzij 10x30 ali 10x20 cm. Mase je relativno malo; zato naj bo pekaè ozek in dolg; da bo biskvit po peki neizsušen. Peèemo v predogreti peèici brez ventilacije pri 200 stopinjah 20 minut.""Ohlajen biskvit razrežemo na majhne kockice in ga polijemo z mlekom; da se popolnoma napoji."<b>Krema:</b>"pasijonkin pire sladkamo po okusu (èe nismo kupili že sladkanega); lahko uporabimo vsebino svežih plodov pasijonke ali pa kupljen pasijonkin pire. Mascarpone pomešamo; da postane mazav in mu dodamo pasijonkin pire ter ne preveè èvrsto stepeno sladko smetano.""Pripravimo 6 kozarcev. Na dno vsakega damo v mleku namoèene kocke biskvita; sledi pasijonkina krema; nato biskvitne kocke in nato spet pasijonkina krema."Postrežemo dobro ohlajeno.                                                                                                  
20222,"Jajca skuhamo in jih damo v mrzlo vodo; da se hladijo. ""Krompir skuhamo; ga ohladimo in narežemo na kockice. Krompirju dodamo grah;  korenje in rdeèo papriko v kockicah; majonezo in kislo smetane ter popramo.""Želatino namoèimo za 10 minut  z 8 ž. vode; da nabrekne; potem prilijemo toplo zelenjavno juho; da se želatina stopi. Želatino prilijemo k zelenjavi in premešamo. Po potrebi dosolimo.""Pekaè (30x11 cm) obložimo s prozorno folijo za živila in vlijemo polovico mase. Po masi zlagamo olupljena in cela kuhana jajca; enega zraven drugega. Prilijemo še ostalo maso in po vrhu poravnamo z žlico.""Pekaè damo v hladilnik za 6 ur. Še najboljše je; èe pustimo èez noè v hladilniku.""Ohlajeno francosko solato zvrnemo na pladenj; umaknemo folijo in narežemo na 2-3 cm rezine."
20223,"Riž operemo in ga damo kuhati v vrelo in osoljeno mleko. Kuhamo nekje 20 minut in pri tem ves èas mešamo. Ko je kuhan; ga pustimo; da se ohladi.""Jajca loèimo in iz beljakov stepemo sneg. Med rumenjaka vmešamo maslo; sladkor in cimet. Zmes vmešamo v hladen riž; nazadnje vmešamo sneg.""V namašèen pekaè razvrstimo zmes; po vrhu pa potresemo naribana jabolka."Peèemo v ogreti peèici na 180 stopinjah 40 minut.              
20224,"Mleko nalijemo v kozico; dodamo èajne vreèke in segrevamo do vrenja. Ko se mleko segreje; ga pokrijemo in damo na stran za 5-10 minut. ""Odstranimo èajne vreèke; dodamo èokolado v prahu; premešamo in nalijemo v skodelice."Spijemo še toplo.Pa lahko noè 	[;)].                                          
20225,"Pripravo mitološkega kolaèa priènemo z biskvitom. Loèimo beljake in rumenjake in k slednjim vtresemo sladkor (stevio) ter jih penasto stepemo. Dodamo jim zvrhano žlico kisle smetane; ovseno moko in mandlje; nato pa vse skupaj po grško zmešamo. V loèeni posodi namlatimo beljake in jih s spatulo nežno vmešamo k ostali masi.""V pekaè; obložen s papirjem za peko; vlijemo dobljeno maso in ga zaluèamo na peèiène poèitnice za 12-13 minut pri 180 stopinjah.""V posodi stepemo smetano do stepene smetane. V drugo posodo stresemo grški in navadni jogurt; vsujemo sladkor (stevio); dodamo izdolbena semena vanilijevega stroka in prilijemo žlièko vanilijevega ekstrakta.""Ožmemo želatino in jo na nežnem ognju stopimo v štirih žlicah vode. Ob stalnem elektro-mešanju vlijemo želatino v mešanico z jogurtom. Preostane le še vmešanje stepene smetane; vmešamo jo nežno s spatulo.""Zdaj bi moral biti biskvitek že peèen. Pustimo; da se rahlo ohladi; nato ga dobrodušno na debelo premažemo s sebi ljubo marmelado (nama ljuba je brez dodanega sladkorja).""Puhasto kremo enakomerno razporedimo po biskvitu in pekaè postavimo v hladilnik za èez noè. Preden postrežemo; dodamo še rezine kivija po vrhu. Pa dober tek."              
20226,"Beljake trdo stepemo; dodamo sladkor in rumenjake. Nato vmešamo moko na roke. Na peki papir nabrizgamo kupèke in jih rahlo potresemo z moko. Peèemo na 180 stopinjah 10-15 minut. ""Peèene kekse nato izdolbemo in ostanke zmeljemo v drobtine; ki jih uporabimo kasneje. ""Vsak keks namoèimo v èokolado in pustimo na hladnem; da se èokolada strdi. ""Sestavine za kremo (razen smetane) skuhamo kot puding in v ohlajeno kremo vmešamo 2 dl stepene rastlinske smetane. V vsak keks nato nabrizgamo smetano in jih ""sestavimo"". ""Kremni obroè""; ki nastane med obema keksoma pri sestavljanju; povaljamo v drobtinah in gotove indijanèke polagamo v lampionèke. "
20227,"Vse sestavine za testo zgnetemo v gladko testo; ki ga za vsaj dve uri postavimo v hladilnik. Jaz ga zgnetem dan prej in èez noè pustim v hladilniku.""Iz ohlajenega testa oblikujemo manjše hlebèke; ki jih polagamo na pekaè; obložen s peki papirjem."Na sredino hlebèka z roèajem kuhalnice ali prstom naredimo majhno vdolbinico za nadev.Piškote peèemo 12 minut na 180 stopinjah."Za nadev najprej zavremo sladko smetano in kavo; nato dodamo nalomljeno èokolado in mešamo tako dolgo; da dobimo gladko maso."Ohlajeno èokoladno maso damo v vreèko za okraševanje sladic z zvezdastim nastavkom in jo vbrizgamo v vdolbinice ohlajenih hlebèkov in okrasimo z mandlji v listièih.              
20228,"S pomoèjo el. mešalnika vgnetemo voljno testo. Zavijemo ga v PVC folijo in pustimo na sobni temperaturi poèivati pol ure ali veè. Nato oblikujemo po cca. 20 g težke kroglice; ki jih polagamo na s peki papirjem obložen pekaè. V vsako kroglico s pritiskom prsta naredimo vdolbinico; ki jo zapolnimo z Nutello; katero posujemo z zdrobljenimi lešniki."Peèemo v predogreti peèici brez ventilacije pri 180 stopinjah 12 minut (oz. T in èas peke prilagodimo svoji peèici).              
20229,"Kvas damo vzhajati s sladkorjem; žlico moke in malo toplega mleka. ""Medtem ko kvas vzhaja; v toplem mleku raztopimo margarino. ""V moko damo kvasec; pomešamo; solimo; dodamo mleko z margarino in malo soli. Najprej premešamo s kuhalnico; nato na kuhinjskem pultu na hitro zamesimo gladko testo; ki mora biti mehko in voljno; nikakor ne zbito. Dobro zamesimo. Pokrito pustimo; da vzhaja.""Ko vzhaja; ga še enkrat dobro in na rahlo pregnetemo in naj vzhaja še enkrat. Na testu naredimo zareze in kruh peèemo v peèici na 180 stopinjah približno 1 uro do zlato rumene barve."
20230,"Cela jajca zmešamo s stopljeno mašèobo; vodo; sladkorjem in èokolado v prahu. Nato po žlicah dodajamo moko s pecilnim praškom in jo roèno poèasi vmešamo v maso.""Peèemo približno 30 minut na 200 stopinjah. Ko se ohladi; prelijemo s 7 žlicami ruma; v katerega smo vmešali sladkor v prahu."
20231,"Silikonski  pekaè samo splaknemo s hladno vodo; ni ga treba mazati z mašèobo."Teflonski pekaè  tanko namažemo z maslom ali margarino.Peèico ogrejemo na 180 stopinj."Maslo s sladkorjem; vanilijevim sladkorjem  in šèepcem soli gladko stepamo in eno po eno dodajamo jajce ter na koncu limonino lupinico in limonin sok."Po žlicah dodamo presejano moko s škrobom in pecilnim praškom.Maso razporedimo po modelèkih in peèemo 20 - 25 minut pri 180 stopinjah."Peèene pustimo v modelèkih še 5-10 minut; nato gredo z lahkoto iz modelèkov."V skodelici zmešamo limonin sok in sladkor v prahu in v to mešanico pomoèimo kolaèke ali jih namažemo s èopièem.Namesto limoninega preliva jih lahko premažemo s èokoladno glazuro (npr. nad paro stopljena temna èokolada + maslo + žlica olja ali z glazuro iz vroèe smetane in  stopljene èokolade).                            
20232,"Pripravo zaènemo s èebulo; ki jo olupimo in nasekljamo ter damo v pekaè. Nato odrežemo vrh èesnove glave; jo zavržemo in damo èesen v pekaè. Po obeh straneh solimo in popramo rebra ter jih položimo na èebulo. Posipamo z rožmarinom ter dolijemo šampanjec. Pekaè pokrijemo z aluminijasto folijo ter ga damo v peèico na 200 stopinj za 1 uro; nato odstranimo folijo in peèemo še 15 minut; da se meso zabarva in šampanjec malenkost izpari. Pekaè nato vzamemo iz peèice in odstranimo meso ter ga pustimo; da poèiva 10 minut. Med tem èasom pripravimo omako iz ostalih sestavin v pekaèu. Najprej iztisnemo èesen in odstranimo lupino; nato vse skupaj zlijemo v multipraktik ter zmeljemo do gladkega. Èe je omaka gosta; lahko dodamo nekaj vode. Rebra narežemo in jih postrežemo topla; polita z omako."
20233,<b>Testo:</b>"kekse grobo zdrobimo; jih zmešamo z raztopljenim maslom in nanesemo z moènimi pritiski rok na dno s peki papirjem obloženega tortnega pekaèa (kateremu smo s peki papirjem obložili tudi stranice). Postavimo v hladilnik; da se dno utrdi."<b>Kreme:</b>6 listov želatine namoèimo v hladni vodi."V 3 skodelice damo po 250 g sirnega namaza in ga pomešamo s po 20 g sladkorja; da se zmehèa.""Nad vodno kopeljo raztopimo vse 3 èokolade (beli pred raztapljanjem dodamo 1 jedilno žlico mleka); nato pa èokolade združimo s sirnimi namazi v posodicah ter premešamo.""V 3 lonèke damo po 80 ml sladke smetane; jo moèno segrejemo (ne zavremo); nato pa v vsak lonèek damo po 2 lista ožete nabrekle želatine ter premešamo; da se raztopi. Delno ohlajene; a še vedno precej tople raztopine želatine; vmešamo v vse tri kreme. Ta del postopka je potrebno delati tako; da najprej raztopimo želatino v enem lonèku; jo primešamo kremi s temno èokolado in kremo nanesemo na tortno podlago. Torto postavimo v zmrzovalnik za 20 minut; da se krema delno strdi; nato ponovimo postopke raztapljanja želatine za kremo z mleèno  oz belo èokolado.""Na piškotno plast v tortnem modelu nanesemo najprej kremo s temno èokolado; sledi krema z mleèno in nato z belo èokolado."Po nanosu kreme z belo èokolado torto postavimo v hladilnik."Pred serviranjem naj bo v hladilniku vsaj nekaj ur; da se razvije pravi okus torte."              
20234,"Piškote zelo drobno zmeljemo; zmešamo s staljenim maslom in z dobljeno maso obložimo dno in rob namašèenega modela za pite.  Pekaè postavimo v predogreto peèico in peèemo    brez ventilacije pri 175 stopinjah 10-12 minut."Sestavine za nadev zmešamo z el. mešalnikom in dobljeno maso vlijemo na peèeno pitino dno. Peèemo pri 190 stopinjah brez ventilacije 50 minut.Režemo ohlajeno.              
20235,"Iz sestavin za testo ugnetemo voljno testo. 2/3 testa razvaljamo v obliki kroga; malo veèjega od premera pekaèa; in z njim obložimo dno in robove pekaèa. Iz razvaljane preostale tretjine testa narežemo trakove za mrežo ter krogce za okras po nadevu.""Sestavine za nadev zmešamo in z njim obložimo testo na pekaèu. Sledijo trakovi testa; ki jih v obliki mreže položimo po nadevu. Premažemo s stepenim jajcem."Pekaè postavimo v predogreto peèico in peèemo pri 190 stopinjah 1 uro  brez ventilacije.
20236,Beljake s polovico sladkorja stepemo v èvrst sneg. "Rumenjake s preostalo polovico sladkorja penasto umešamo; primešamo kakav; ricotto; maslo; rum in ohlajeno pravo kavo; nato pa nežno vmešamo še moko s pecilnim praškom in beljakov sneg."Peèemo v predogreti peèici brez ventilacije pri 180 stopinjah 30 minut."Dobro ohlajeno prelijemo s èokoladnim prelivom; ki smo ga pripravili tako; da smo èokolado stopili v vroèem mleku ali smetani.""Torte ni potrebno nadevati z nadevom; ker je zaradi vsebnosti ricotte izjemno soèna že brez nadeva."
20237,"Zmešamo zmehèano maslo s sladkorjem; dodamo sirèek Philadelphia; rumenjak in šèepec soli. Nazadnje dodamo moko; ki smo ji primešali sodo bikarbono."Maso postavimo za 30 minut v hladilnik."Iz mase oblikujemo manjše kroglice in jih postavimo na pekaè; obložen s peki papirjem."V vsako kroglico napravimo malce širšo luknjico s pripomoèkom ali prstom.Peèemo v peèici pri 180 stopinjah približno 15 – 20 minut."Pustimo; da se piškotki ohladijo in jih napolnimo s priljubljeno kremo (Nutella; marmelada; maslena ali mascarpone crema...)."
20238,"Kvas raztopimo v 1 dl mlaène vode z dodatkom medu in poèakamo cca. 10 minut; da »vzhaja«. Medtem zmešamo vse suhe sestavine; katerim dodamo vzhajan kvasec; preostalo vodo; jajci in maslo ter moèno zmešamo. Prestavimo v pekaè (npr. dimenzij 30x10 cm) obložen s peki papirjem in pokrito s pvc folijo vzhajamo samo za 1/2 (ne na dvojni volumen)."Peèemo v predogreti peèici brez ventilacije pri 190 stopinjah 35 minut.Peèen kruh naj se v pekaèu ohlaja cca. 10 minut (ne veè).                                                        
20239,"Proseno kašo operemo in jo skuhamo v mleku (kuha se prbl. 20-30 minut). Kuhano kašo nato ohladimo. Beljak loèimo od rumenjaka in napravimo beljakov sneg. Rumenjaku dodamo vanilijev in rjavi sladkor ter stepemo; da dobimo kremasto zmes. V ohlajeno kašo zmešamo najprej rumenjak in na koncu dodamo še beljakov sneg. Peèico segrejemo na 180 stopinj in peèemo prbl. 30-40 minut."
20240,<b>Tortna osnova (pekaè premera 24 cm):</b>"maslo penasto umešamo s sladkorjem; primešamo jajci in nad paro stopljeno belo èokolado; nato primešamo še vse ostale sestavine. Peèemo v predogreti peèici pri 175 stopinjah brez ventilacije 30 minut in ohladimo kar v tortnem modelu."Srednja biskvitna plošèa: (pekaè premera 20-22 cm)"celo jajce; sladkor; vanilijev sladkor in cimet penasto umešamo; nato pa rahlo s stepalko vmešamo moko in škrob."Peèemo brez ventilacje pri 180 stopinjah 25-30 minut.<b>Jabolèna krema:</b>"jabolka drobno naribamo. Soka ne zavržemo; paè pa vse skupaj damo v ponev; dodamo sladkor in pražimo tako dolgo; da se jabolèna kaša zgosti in nastane gosta èežana. Dodamo cimet in ohladimo na sobno temperaturo."Želatino za cca. 10 minut ali veè namoèimo v hladni vodi.Stepemo sladko smetano (ne zelo èvrsto)."Segrejemo 1 jedilno žlico vode; odstavimo z ognja in v ne vrelo vodo damo ožete liste želatine. Pomešamo; da se popolnoma raztopi; nato pa jo ob hitrem mešanju vmešamo v èežano."Nežno vmešamo še stepeno sladko smetano."Na tortno dno nanesemo 1/3 jabolène kreme; sledi srednja biskvitna plošèa; nato ob njenem robu in po njej nanesemo še preostanek jabolène kreme.""Torto postavimo v hladilnik èez noè; da se krema strdi."                                                        
