id, [kolicina; sestavina]
169, [; "Recept smo vzeli iz knjige Slovenska kuharica avtorice Felicite Kalinšek; katero je izdala Cankarjeva založba iz Ljubljane. V knjigi boste našli še ogromno receptov za pripravo izvrstnih jedi; ki bodo zadovoljile razliène okuse."; "1;5 kg ; belušev; ; sol; 3 žlice; parmezana; 6 dag; presnega masla]
170, [; <b>Za 4 osebe: </b>; 1 kg; belušev; ; "trdo kuhano; sesekljano jajce"; 125 g; surovega masla; 45 g; svežih belih krušnih drobtin; 2 žlici; "svežega sesekljanega <a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilja</a>"; žlica; drobnjaka]
171, ["0;5 kg ; blitve; 1; jajce; 20 dag; naribanega sira; žlièka; vegete; ; muškatni orešèek; ; drobtine po potrebi; ; moka za oblikovanje]
172, [1/2 kg; brstiènega ohrovta; ; mleko; ; maslo; ; moka; ; vegeta; ; sol; ; muškatni orešèek; ; "<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"]
173, [20 dag; na tenke trakove naribanih buèk; 3; jajca; 2 dl; mleka; šèepec; zmlete kumine; 1 dl; moke; ; "sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu"; ; mašèoba za peèenje]
174, [1/2 kg; blitve; 2-3 žlice; olivnega olja; 2-3; stroki strtega èesna; ; muškatni orešèek; ; zaèinka; ; "<a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilj</a>"; ; kruhove drobtine]
175, [; "Recept smo vzeli iz knjige Slovenska kuharica avtorice Felicite Kalinšek; katero je izdala Cankarjeva založba iz Ljubljane. V knjigi boste našli še ogromno receptov za pripravo izvrstnih jedi; ki bodo zadovoljile razliène okuse."; 1 kg; buèk; 5 dag; presnega masla; ; "sol; kis"; nekaj; zrn kumine; žlica; èebule; ; ravna žlica moke; "1;5 dl ; smetane; ; "<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> "]
176, [500 g; svežega lušèenega fižola (debela zrna); 3; stroki èesna; 1; srednja glavica èebule; ; "šopek <a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilja</a>"; 1; por; 1 èajna žlièka; kumine; "0;5 ; èajne žlièke soli; "0;5 ; "èajne žlièke sveže mletega èrnega <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">popra</a>"; 1/2; dni stare žemlje ; ; "Potrebujemo mlinèek za meso ; fritezo ali ponev z visokim robom. "]
177, [2; skodeli kuhane èièerike; 1; jajce; 2 žlici; moke; 3žlice; kruhovih drobtin; 1 dl; juhe ali jušne osnove; 1 žlica; sezamove paste; pol žlièke; azijske kumine; šèepec; "<a href=""https://www.kulinarika.net/recepti/zacimbe/76/majaron/"">majarona</a>"; 1 žlièka; paprike; 1 žlica; soka limone; 2 stroka; strtega èesna; 1žlica; "drobno narezanega <a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilja</a> "; ; sol po okusu; ; olje za cvrenje]
178, [30 dag; graha; 2; trikotnika topljenega sira; žlica; masla oz margarine; žlièka; kisle smetane; ; "sol;<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"]
179, [4; ali veè jajc; ; "mlada zelenjava:paprika;"; ; "paradižnik; buèke; èebula.; grah"; 2-3; hrenovke.; ; "sol;<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>; èesen; <a href=""https://www.kulinarika.net/recepti/zacimbe/10/bazilika/"">bazilika</a>;origano."]
180, [; "<a href=""https://www.kulinarika.net/recepti/zacimbe/106/regrat/"">regrat</a>"; 4; vroèi kuhani krompirji; ; trdokuhana jajca (1-2); ; slanino po okusu; ; sol]
181, [400 dag; testa za lasanje; 3; malancani; 40 dag; olupljenega paradižnika in narezanega na kocke/lahko je tudi; ; iz ploèevinke; 4; buèke narezane na drobno; 2 stroka; strtega èesna; ; "<a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilj</a> narezan na drobno"; ; "<a href=""https://www.kulinarika.net/recepti/zacimbe/10/bazilika/"">bazilika</a> narezana na drobno"; ; nariban sir; ; "sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu"; ; olje; ; Sestavine za bešamel; 2 žlici; masla; 2 žlici; moke; 3 dl; mleka; malo; muškatnega orešèka; ; "sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"]
182, [40 dag; tankega testa za zvitke; 25 dag; blitve ali špinaèe; 20 dag; gob; 20 dag; korenja; 20 dag; zelja; 20 dag; skute; 2 dl; kisle smetane; 4; jajca; 10 dag; paradižnika; 1; veèja èebula; ; "sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu"; malo; muškatnega orešèka; malo; "<a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilja</a>"; ; mašèoba za praženje; 1; kocka za juho]
183, [2; veèja malancana narezana na košèke; 1 žlica; nastrganega ingverja; 1 žlica; na drobno narezanega èesna; 1 žlica; "pekoèe ""bean paste"""; 2 žlici; sojine omake; 1 žlica; èrnega kisa; 1 žlica; sladkorja; pol žlièke; soli; 1 dl; juhe ali vode z zaèinko; pol žlièke; sezamovega olja; 2 žlici; olja; 1 žlica; na drobno narezane mlade èebule]
184, [; ".<span class=""label-inline"">5 kg"; 1; "èebulica ; narezana na drobne košèke"; 2 žlici; olivnega olja; ; "sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu"; 1; jajce; 1 žlica; "drobno narezanega <a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilja</a>"; 20 dag; zmletega mesa; 2 stroka; strtega èesna; 3 dl; juhe ali vode z jušno kocko; 3 žlice; naribanega sira; 2; "paradižnika ; narezana na rezine"]
185, [4; paprike; 10 dag; camembera ali kakega drugega pikantnega sira; ; "sol in <a href=""https://www2.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"; ; moka; ; jajce; ; kruhove drobtine; ; olje za cvrenje]
186, [50 dag; kuhanih belušev; 2; jajci; 3 dl; piva; 1; skodela moke; 1 žlica; olja; ; olje za cvrenje; ; sol po okusu]
187, [1kg; ohrovta; 2 žlici; masti; ; "sveža zelenjava (korenje <a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilj</a> èesen; èebula; paradižnik; paprika)"; 1/2 kg; krompirja ; 3; suhe žemlje; 1-2; jajca; ; "zaèimbe;sol ;<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"]
188, [4; artièoke; 30 dkg; parmezana; 20 dkg; starega belega kruha ; 2 stroka; èesna; ; "šop <a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilja</a>"; 2 dcl; olja]
189, [250 g; buèk; 1; jajce; 4-5 žlic; moke ; ; limonin sok]
190, [30 dag; oèišèenega in na rezine narezanega pora; 3; jajca; 3 žlice; bešamela ; 1 žlica; naribanega sira; ; "sol;<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> in malo muškatnega orešèka"; 1 žlica; masla; l žlica; kruhovih drobtin]
191, [70 dag; kuhane cvetaèe; 1 žlica; moke; 1 žlica; masla; 3 dl; "vode; v kateri se je kuhala cvetaèa"; 3 dag; sardeljih filetov; 4 dag; kaper; ; "sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu"]
192, [; <b>: Za 4 osebe potrebujemo:</b>; 40 dag; "mešanih stroènic; <span class=""label-inline"">10 dag"]
193, [20; "do <span class=""label-inline"">25"; 30 dag; zmletega mešanega mesa; pol; skodele riža ali pa tofuja ali naribanega pustega sira; 1; jajce; 1; "èebula; narezana na drobno"; 10 dag; "prekajene slanine; narezane na drobno"; 2 žlici; "drobno narezanega <a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilja</a>"; ; "sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu"; ; lahko tudi žlièka rdeèe paprike; 1; jušna kocka ]
194, [; Sveže zelje(glava); ; sveža paprika rdeèa; ; paradižnik; ; èebula ; ; rdeèa paprika v prahu; ; "sol; <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> "; ; vegeta; ; suhe obrane kosti]
195, [1 kg; krompirja; 3; srednje velike repe; 2; debeli rumeni kolerabi; 3; korena; ; "sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu"; 2 žlici; prekajene zaseke; l žlica; moke; malo; rdeèe paprike]
196, [; <b>Za deset timbal:</b>; ; bela maslena omaka; "1;5 kg ; sveže špinaèe; 60 g; surovega masla; 250 ml; goste kisle smetane; 4; jajca; 2; rumenjaka; ; "sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"; šèepec; muškatnega orešèka; šèepec; "kajenskega <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">popra</a> "; 10; "timbal ali modelèkov za narastke (s prostornino po <span class=""label-inline"">75 ml"; ; <b>Maslena omaka: </b>; 3 žlice; belega vinskega kisa; 3 žlice; suhega belega vina; 2; drobno sesekljani šalotki; žlica; kreme fraiche (po želji); 250 g; "ledenomrzlega surovega masla; narezanega na kocke"; ; "sol in bel <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"]
197, [; Malancani; ; vinski kis; ; olivno olje; ; sol; ; "<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> v zrnju"; ; "<a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilj</a>"; ; èesen]
198, [1 kg; malancanov; pol litra; kisa za vlaganje; 1 l; olja; 1 strok; èesna; 1; "šopek <a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilja</a>"; ; sol]
199, [40 dkg; vleèenega testa; 40 dkg; neslanega mladega sira; 40 dkg; kajmaka; 40 dkg; špinaèe; 1; jajce; ; olje]
200, [1/2 kg; mladega stroèjega fižola; 3; veliki paradižniki; 3; stroki èesna; 1; èebula; ; "<a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilj</a>; korenèek (lahko še druga zelenjava po okusu)"; 3; jajca; ; kisla smetana; ; "sol; <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>; <a href=""https://www.kulinarika.net/recepti/zacimbe/10/bazilika/"">bazilika</a>; vegeta"; 150 g; posebne salame ali mortadele ali slanine]
201, [1; zavitek listnatega testa; 1; glava svežega zelja; 3 žlice; olja; ; <b>zaèimbe:</b>; ; "sol; "; ; "<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>; "; ; "vegeta; "; ; èevap; 3; stroke èesna ; polovica; srednje velike èebule]
202, [3; veèje èebule; 20 dag; "svežih gob; narezanih na veèje košèke"; 2 žlici; masla; 1 žlica; "drobno nasekljanega <a href=""https://www2.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilja</a>"; 10 dag; pišèanèjih jeter; 1; stolèeno jajce; 2 stroka; strtega èesna; 5; rezin slanime; pol; skodele nastrganega sira; ; "sol in <a href=""https://www2.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu"]
203, [; o gobjih klobukov; l dl; dobrega sladkega vina; l; "skodela zmletih <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">popra</a>ženih orehov"; 2; jajèna beljaka stolèena v mehak sneg; pol skodelice; kruhovih drobtin ]
204, [30 dag; gob; 4; jajca; 1; "mlada èebula z zelenjem; narezana na drobne košèke"; 1 žlica; "narezanega <a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilja</a>"; 1 žlica; vegete ali zaèinke; 10 dag; masla; 3 žlice; ostre moke; 3 dl; mleka]
205, [; rezine belega kruha; 2; jajci; 1 dcl; mleka; 20 dkg; šampinjonov; 3; stroki èesna; ; sol; ; "<a href=""https://www2.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"; ; "<a href=""https://www2.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilj</a>"; ; olje za cvrenje]
206, [20; golobic ali drugih gob s èvrstimi in okroglimi klobuki; 4; jajca; 1 žlica; mašèobe; 2 žlici; skute; 1; lonèek kuhanega graha; nekaj; nastrganega sira; ; "sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu"]
207, [50 dkg; gob; 4; trdo kuhana jajca; 1/2; nastrgane èebule; 2; skodeli nastrganega sira; 2 dl; kisle smetane; ; maslo; ; sol po okusu; 1; rumenjak]
208, [50 dag; svežih gob; 2; drobno sesekljani èebuli; 3 žlice; olja; 1 žlica; limoninega soka; ; "sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu"]
209, [; o dag mavrahov; l žlica; surovega masla; l; "mlada èebula z zelenjem ; narezana na drobne košèke"; l žlica; "drobno narezanega <a href=""https://www2.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilja</a>"; pol dcl; belega vina; l žlièka; moke; l žlica; kisle smetane; 4; jajca; ; "sol in <a href=""https://www2.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu "]
210, [6; jajc; 30 dkg; gob; 1; skodela graha; 1; "skodela kuhanega mesa (pišèanec; govedina ali raki)"; ; "sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu"; 1 žlica; jedilnega škroba; 5 dkg; drobno narezanega pršuta; 3 žlice; olja]
211, [50 dkg; gob; 4; mladi ohrotovi ali zeljni listi; 1 žlica; masla; 3; stroki strtega èesna; šèepec; narezanega kopra; ; "sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu"]
212, [20; "golobic s èvrstimi; polkrožnimi klobuki."; 12 dag; skute; 1 žlica; kruhovih drobtin; 1; mlada drobno sesekljana èebula; 1 žlica; masla; 1 žlièka; "drobno naseklanega <a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilja</a>"; 2; jajci; 2 dl; piva; 10 dag; moke; ; "sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu"; ; olje za cvrenje]
213, [20; kom. velikih šampinjonov; 100 g; "sira (parmezan; stara gauda)"; malo; sladke smetane; ; sol; ; "<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"; ; "<a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilj</a> "]
214, [250 g; gob; 2; jajci; 1; žemlja; ; mleko; ; drobtine; ; "<a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilj</a>"; ; èebula; ; sol; ; "<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> "]
215, [6; školjk kaposant; ; šalotka narezana na drobne košèke; 1 žlica; masla ; 5; "svežih gob; narezanih na trakove;"; 2 dag; "šunke; narezane na drobno"; ; "sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu"; 2 žlici; kruhovih drobtin; 3 žlice; belega suhega vina; 1 žlica; "drobno narezanega <a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilja</a>"; 3 žlice; naribanega sira]
216, [50 dag; hobotnice; ; jušna zelenjava; ; list lovorja; nekaj; "zrn <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">popra</a>"; malo; kisa; pol; èebule; 2 stroka; èesna ; ; Marinada; ; Kis; ; Olivno olje; ; "sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"; 1 strok; strtega èesna; l žlièka; "drobno narezanega <a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilja</a> "; ; Vse sestavine za marinado zmešamo in s tem prelijemo narezano hobotnico. ]
217, [20 dag; kuhanih škampovih repkov; 4; rezine limone; ; "kodrasti <a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilj</a>"; nekaj; listov solate; ; <b>Za omako potrebujemo:</b>; 3 žlice; majoneze; nekaj kapljic; Worcester omake; ; žlico konjaka; ; žlico soka limone; ; "sol in beli <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu"; ; žlico drobno nasekljanih kaper; ; "žlièko <a href=""https://www.kulinarika.net/recepti/zacimbe/37/gorcica/"">gorèice</a> ali <a href=""https://www.kulinarika.net/recepti/zacimbe/44/hren/"">hrena</a>"; ; "žlico paradižnikovega ketchapa; žlico smetane"; ; žlico belega vina. ]
218, [; Na osebo priblizžno 3o dag neoèišèene ribe; ; jušna zelenjava; ; sok limone; ; "<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> v zrnju"; ; sol; žlica; narezane èebule; ; maslo po potrebi]
219, [1 kg; "svežih školjk (kamenice; klapavice ipd)"; 2 žlici; masla; 2; drobno sesekljani èebuli; 2 žlici; "drobno nasekljanega <a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilja</a>"; 1 žlièka; svežega nasekljanega timijana ali pol žlièke suhega; 1; lovorov list; 3 dl; suhega belega vina; 1 žlica; moke; 2 žlici; masla; ; "sol in sveže zmlet <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu"]
220, [4; lososovi zrezki; 3 žlice; limoninega soka; l žlica; zaèinke ali kake druge zaèimbne soli; ; "beli <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu"; 1; jajce; ; kokosova moka po potrebi; 2 žlici; masla ]
221, [1 kg; lososovega fileja; ; "sol in beli <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu"; ; sok limone; ; moka za potresanje; ; maslo za peèenje; ; <b>Sestavine za omako:</b>; 1; ploèevinka mešanega sadja; 2 žlici; masla; 1 žlica; rjavega sladkorja; 1 žlica; praška curry; pol žlièke; škrobne moke]
222, [150 dag; belih rib; 5 dl; šibkega vinskega kisa; 4; na tanko narezane èebule; 1; lovorjev list; 10; "zrn <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">popra</a>"]
223, [20 dag; "oèišèenih sip; narezanih na trakove"; ; olivno olje; ; "èebulo; narezano na drobne košèke"; 2; olupljena in na kocke narezana; ; paradižnika; 2 stroka; drobno nasekljanega èesna; ; "žlico drobno narezanega <a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilja</a>"; ; sol po okusu; ; skodelo riža; 2; skodeli vode; ; "žlièko sipinega èrnila (èrne tekoèine; ki je v njej)"; ; nariban parmezan ali kak drug sir po okusu]
224, [20 dag; manjših školjk; 20 dag; dagnji; 20 dag; škampov; 4; školjke kapasante ali Jakobove kapice; 1 žlica; drobno narezane èebule; 1 dl; belega vina; 2; limoni narezani na rezine; 4 žlice; olivnega olja; 2 stroka; na drobno narezanega èesna; 2 žlici; "na drobno narezanega <a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilja</a>"; ; "sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu"; 30 dag; na rezine narezanih lignjev]
225, [; o svežih škampovih repkov; 2; "beljaka; stepena v sneg"; ; lo dag kokosove moke; l žlièka; zaèimbne soli; ; olje za cvrenje.]
226, [12; "do <span class=""label-inline"">14"; 40 dag; oèišèenih škampovih repkov; 1; "manjši pišèanec; lahko uporabimo tudi zajèje ali kako drugo meso."; ; "o dag svinjine; narezane na košèke"; 1 dl; dobrega olivnega olja; 4 stroka; "èesna; narezana na drobno"; l; list lovorja; l; "èebulica; narezana na drobne košèke"; 2; "<a href=""https://www.kulinarika.net/recepti/zacimbe/130/zelena/"">zeleni</a> papriki; narezani na trakove"; ; "o dag sipic; narezanih na kolobarje"; 2; "veèja paradižnika; olupljena in narezana na košèke"; ; o dag riža; 1 l; "in pol tekocine; zelo vroèe ali kipeèe"; pol; žlicke žafrana; 10; "zrn <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">popra</a>"; 2 žlièke; soli palo pimente; ; o dag kuhanega graha. ]
227, [; <b>Kolièina za 5 oseb:</b>; 5; "srednje velikih lignjev; "; 20 dag; "sesekljanih lovk;"; 8 dag; "drobtin;"; ; "nekoliko ribjega fonda; "; 3 dag; "olivnega olja; "; 5 dag; "èebule; "; 3; "stroki èesna;"; ; "<a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilj</a>;"; 1; "jajce; "; ; "industrijska ribja zaèimba;"; ; "<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"; ; <b>Omaka:</b>; 5 dag; "olivnega olja;"; 2 stroka; "èesna; "; 25 dag; "paradižnikovega concasseja;"; 2 dl; "belega vina; "; ; nekoliko ribjega fonda.]
228, [80 dag; bele ribe ali ribjih zrezkov; ; sok polovice limone; 1 žlièka; zaèimbne mešanice; 1; jajce; žlica; moke; ; "<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu"; ; olje za peèenje]
229, [1 kg; sardel ali skuš; 2 dl; olja; 1 dl; kisa; 3; stroki èesna; ; list lovorja; 1; kocka sladkorja; malo; rožmarina; ; "sol in cela zrna <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">popra</a>"; 1; "veèja èebula; narezana na tenke rezine"]
230, [1 kg; somovih filejev brez kože in kosti; 50 dag; kuhanega in olupljenega krompirja; 2; kisli kumari narezani na rezine; 2 žlici; moke; 1 žlica; masla; 3 žlice; kruhovih drobtin; 3 žlice; naribanega sira; 2 žlici; "drobno narezanega <a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilja</a>"; 5 dl; jušne osnove ali juhe; ; Po potrebi še dosolimo in popramo]
232, [; <b>Za omako:</b>; ; "olivno olje; èebulo; èesen; pelate (<span class=""label-inline"">1"]
233, [1 kg; sveže tune brez kosti; 2; jajci; ; moka; ; pivo; ; sol; ; "<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> "]
234, [1; zavitek listnatega testa ; 2 žlici; masla   ; 1; ploèevinka prekajenih ostrig ali kakšnih drugih školjk   ; 1 žlica; "drobno narezanega <a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilja</a>   "; 1 žlica; suhega vina   ; ; "sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu   "; ; rumenjak   ; ; sezamova semena po potrebi]
235, [25 dag; nastrganega ementalerja; 2 dl; mleka ali piva; ; žlicka zmletega gorèiènega semena; pol; "žlicke zmlete <a href=""https://www.kulinarika.net/recepti/zacimbe/10/bazilika/"">bazilike</a> "]
236, [2 dl; majoneze; 6; strokov èesna; ; "sol in beli <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"; 2 dl; vina; malo; drobno narezanega èesnovega drobnjaka]
237, [2; rumenjaka; 1 žlica; vode; 6; strtih strokov èesna; ; "sol in beli <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu"; 2 dl; olivnega olja]
238, [1 žlica; masla; 1 žlica; moke; 1; "šalotka; drobno nasekljana"; 2; do 3 žlice drobno nasekljanega drobnjaka; ; sol; ; "<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"; 2 dl; juhe ; 2 žlici; kisle smetane; ; ali jogurta]
239, [30 dag; "gobanov; narezanih na tenke rezine"; 2 žlici; masla; 1 žlica; moke; 1 dl; rdeèega vina; 1 dl; juhe ali jušne osnove; 1; "peteršiljeva korenina; narezana na drobne košèke"; 1 žlica; "narezane <a href=""https://www.kulinarika.net/recepti/zacimbe/130/zelena/"">zelene</a>"; 1; korenèek narezan na drobne košèke; 5 dag; prekajene šunke ali slanine narezane na košèke; šèepec; sladkorja; 1 žlièka; limoninega soka; 1 žlièka; rdeèe paprike; ; "sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu"]
240, [2; "srednje veliki jabolki; olupljeni in zmiksani "; 4 žlice; razredèenega jabolènega kisa; ; "sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu"; 2 žlici; "nastrganega <a href=""https://www.kulinarika.net/recepti/zacimbe/44/hren/"">hrena</a>"]
241, [1 kg; kumar; 1/2 kg; krompirja; ; olje ali mast; 1 dl; kisle smetane; 2 stroka; èesna; ; goveja ali kostna juha; ; lovorjev list; ; sol; ; "<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"]
242, [2; rumenjaka; l žlica; limoninega soka; ; sol; nekaj kapljic; èili omake; pol žlièke; pekoèe rdeèe paprike; nekaj kapljic; omake tabasco; 2 dl; kvalitetnega olja; malo; sladkorja]
243, [1; jajce; 1 èajna žlièka; "<a href=""https://www.kulinarika.net/recepti/zacimbe/37/gorcica/"">gorèice</a>"; 1 žlica; kisa ; 1; majhna èebulica; 1 èajna žlièka; Vegete (ali Zaèinke); ; olje]
244, [80 dag; jajèevcev; ; limonin sok; 1; "do <span class=""label-inline"">2 žlici"; l žlica; masla; l žlica; moke; 2 dl; mleka; ; "sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu"; 2 stroka; strtega èesna; 1 žlica; naribanega sira; 1; lonèek gostega jogurta]
245, [3; zavitki gorgonzole (npr. Vindija) ; 1; sladka smetana (250 ml); nekaj; orehov]
246, [400 g; buèk; 250 g; mascarpone sira; ; "<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"; ; sol; ; krebuljica ]
247, [300 g; sliv; ; košèek svežega ingverja; 1; list lovorja; 1/8 l; rdeèega vina; 2; brinovi jagodi; 2 žlici; creme fraiche; ; "<a href=""https://www.kulinarika.net/recepti/zacimbe/16/cimet/"">cimet</a>"; ; piment ]
248, [2; "ali <span class=""label-inline"">3"; ; "<a href=""https://www.kulinarika.net/recepti/zacimbe/10/bazilika/"">bazilika</a>"; ; origano; ; èili; ; "sol; <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"; 1/2; "èebule; èesen"]
249, [1; "veèji paradižnik ; narežemo na kockice"; 1; žlico na strgalnik nastrgane èebule; 1 žlièka; drobno narezanega zelenega koriandra; ; sol po želji; ; èili omaka po okusu (mora biti pekoèa)]
250, [3 dl; "bešamela (na maslu <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">popra</a>žena moka;zalita z mlekom in pokuhana)."; ; sol; ; muškatni orešèek; 15 dag; nastrganega sira; ; sok limone po okusu ]
251, [2 dl; sladke smetane; 3 žlice; "nastrganega <a href=""https://www.kulinarika.net/recepti/zacimbe/44/hren/"">hrena</a>"; ; sol po okusu; ; par kapljic limoninega soka; malo; soli]
252, [; Zavitek špagetov; ; <b>Za omako:</b>; pol; "èebule; ena paprika; dve manjši buèki; <span class=""label-inline"">4"]
253, [3 kg; rdeèe podolgovate paprike; ; .5 kg èebule; 1; glava èesna; 1 l; kisa za vlaganje; pol litra; vode; 2 žlici; soli; 3 žlice; sladkorja; pol; "kilograma dobre <a href=""https://www.kulinarika.net/recepti/zacimbe/37/gorcica/"">gorèice</a>"; 3 dl; olja]
